GeoFIPS,GeoName,2001,2002,2003,2004,2005,2006
18067,"Howard, IN",3551225,3927823,4572931,4367394,4278831,4417966
18069,"Huntington, IN",1069083,1094774,1164898,1240206,1275276,1324603
18071,"Jackson, IN",1508459,1612453,1759692,1852893,1859352,1924777
18073,"Jasper, IN",1266600,1256792,1317068,1393930,1459337,1503158
18075,"Jay, IN",563898,586216,650109,684714,680407,737416
18077,"Jefferson, IN",1175452,1210656,1262497,1355316,1345238,1373766
18079,"Jennings, IN",621940,647209,667657,702743,676918,673284
18081,"Johnson, IN",3294123,3441305,3611422,3673171,3840343,4023874
18083,"Knox, IN",1473216,1461000,1467907,1477656,1442957,1536160
18085,"Kosciusko, IN",3959976,4276911,4520617,4948782,5436160,4953234
18087,"Lagrange, IN",935593,1012528,1116092,1128574,1199883,1272762
18089,"Lake, IN",19947101,19623100,20329744,20429863,20368916,19947081
18091,"LaPorte, IN",4069462,4070578,4100058,4261389,4219433,4238940
18093,"Lawrence, IN",1245540,1319804,1328271,1347178,1312270,1289055
18095,"Madison, IN",3972882,4102091,4181764,4007525,3917088,3988719
18097,"Marion, IN",74232291,74775750,76650095,81198519,81114853,83212643
18099,"Marshall, IN",1466342,1493635,1530924,1591135,1615334,1660714
18101,"Martin, IN",725731,718699,910132,853604,900941,914989
18103,"Miami, IN",916031,937912,982736,1012469,1006105,1041019
18105,"Monroe, IN",4968582,5107276,5289950,5448813,5667723,5862644
18107,"Montgomery, IN",1384787,1475287,1476362,1508942,1444883,1495750
18109,"Morgan, IN",1379328,1426051,1499145,1573111,1645609,1697798
18111,"Newton, IN",320906,360195,355941,389512,369983,379756
18113,"Noble, IN",1436084,1540871,1668834,1689420,1692889,1683542
18115,"Ohio, IN",324327,332260,307121,300238,287961,251135
18117,"Orange, IN",496637,495258,504443,511738,516611,585737
18119,"Owen, IN",383053,405827,425861,458163,521525,519177
18121,"Parke, IN",304113,298360,313470,320493,308927,314328
18123,"Perry, IN",451894,498352,510377,524064,493457,475455
18125,"Pike, IN",814657,790381,778876,784035,738345,770514
18127,"Porter, IN",5089777,5319167,5487952,5831352,5598504,5439906
18129,"Posey, IN",2325020,2285724,2715924,3637697,3033322,1986368
18131,"Pulaski, IN",410556,414679,411757,492108,487540,492482
18133,"Putnam, IN",919404,940740,980305,1014219,1005611,1023751
18135,"Randolph, IN",682061,686816,755556,746686,700264,690241
18137,"Ripley, IN",1286704,1393083,1354088,1335530,1318016,1283092
18139,"Rush, IN",528029,496731,540394,561983,547050,552515
18141,"St. Joseph, IN",11482007,11745423,12403192,12740920,12809536,13131904
18143,"Scott, IN",590978,628053,629684,673831,677309,679721
18145,"Shelby, IN",1523103,1578696,1668939,1702090,1663293,1646874
18147,"Spencer, IN",1148445,1124589,1159944,1147374,1139354,1233111
18149,"Starke, IN",392362,410369,411229,426454,421486,453634
18151,"Steuben, IN",1146404,1223782,1238632,1246498,1235723,1220546
18153,"Sullivan, IN",665594,643307,685897,670587,660668,661961
18155,"Switzerland, IN",258305,249997,249050,253016,239536,246382
18157,"Tippecanoe, IN",6529597,6654978,7004015,7230480,7486199,7812575
18159,"Tipton, IN",423452,478169,454397,470598,440976,441262
18161,"Union, IN",149917,151740,160701,167469,162345,170494
18163,"Vanderburgh, IN",9867838,10226099,10429820,10849942,10993413,11015330
18165,"Vermillion, IN",779603,796039,832014,911699,864941,848786
18167,"Vigo, IN",4174460,4359773,4534565,4617982,4664568,4782013
18169,"Wabash, IN",973370,997684,1104178,1100630,1071212,1088653
18171,"Warren, IN",175024,199892,190188,210571,204113,227610
18173,"Warrick, IN",1448481,1682282,1672182,1736020,1629273,1564375
18175,"Washington, IN",526450,506822,532944,537225,542929,566371
18177,"Wayne, IN",2783528,2872132,2864663,2875674,2830946,2791445
18179,"Wells, IN",828988,855819,937742,951755,970855,951785
18181,"White, IN",738026,751491,742973,803016,811667,813035
18183,"Whitley, IN",795808,837697,910748,942205,951908,965906
19001,"Adair, IA",272066,290630,292885,346260,301471,300028
19003,"Adams, IA",144869,170012,143952,167161,145413,133932
19005,"Allamakee, IA",489663,486218,519400,562840,557116,554682
19007,"Appanoose, IA",337634,353903,379252,408489,403119,387020
19009,"Audubon, IA",177387,190301,181243,231771,223396,237452
19011,"Benton, IA",591065,632545,612054,652656,626126,634823
19013,"Black Hawk, IA",5865668,6130453,6086890,6875517,7117666,7187626
19015,"Boone, IA",839601,890180,940869,977754,979721,961259
19017,"Bremer, IA",804536,826318,837902,994985,1064438,1027920
19019,"Buchanan, IA",566323,574779,565152,626076,650322,653448
19021,"Buena Vista, IA",851294,869428,895549,981918,983503,995289
19023,"Butler, IA",358032,379674,357453,457658,455346,454149
19025,"Calhoun, IA",273377,291267,296982,352880,367011,359205
19027,"Carroll, IA",888797,895055,938334,1067753,1101810,1132195
19029,"Cass, IA",452665,473472,474749,539652,535021,554678
19031,"Cedar, IA",452802,474621,482690,494079,474278,491418
19033,"Cerro Gordo, IA",2021174,2058688,2272481,2473846,2623937,2565146
19035,"Cherokee, IA",485334,511617,541028,566833,588712,763988
19037,"Chickasaw, IA",380626,380268,385223,440606,450963,439614
19039,"Clarke, IA",313850,321199,325468,345383,366508,387335
19041,"Clay, IA",702210,707592,746643,792398,798512,797635
19043,"Clayton, IA",525201,534301,552248,608289,609392,601413
19045,"Clinton, IA",2391823,2452854,2550142,2675122,2536647,2542406
19047,"Crawford, IA",596746,611837,647128,733802,764570,833111
19049,"Dallas, IA",1199111,1263105,1436268,2032253,2290599,2469714
19051,"Davis, IA",184833,194366,187762,197554,190000,186568
19053,"Decatur, IA",164742,158025,165646,195979,196756,191305
19055,"Delaware, IA",505528,497737,517274,548657,562648,599069
19057,"Des Moines, IA",1938934,1938508,1966578,2045847,2026238,2147521
19059,"Dickinson, IA",723191,777619,787112,809602,809108,769254
19061,"Dubuque, IA",3855258,4029488,4227320,4702841,5026658,5156032
19063,"Emmet, IA",361836,383514,388466,400371,391340,382438
19065,"Fayette, IA",558922,570257,561921,640282,661343,638077
19067,"Floyd, IA",698856,710495,657205,705614,660100,683360
19069,"Franklin, IA",343959,362691,360172,445044,446121,470514
19071,"Fremont, IA",271485,275811,309440,333273,323248,351265
19073,"Greene, IA",279349,323356,329227,364122,343692,335705
19075,"Grundy, IA",428938,447776,448849,492082,482498,496676
19077,"Guthrie, IA",260592,285217,306292,394524,405111,439606
19079,"Hamilton, IA",656261,624652,743240,851143,852292,1065450
19081,"Hancock, IA",482401,566711,573310,669326,646011,665544
19083,"Hardin, IA",798449,804662,749210,870210,874256,914438
19085,"Harrison, IA",367604,405279,405286,443184,416289,412760
19087,"Henry, IA",778973,795026,802858,887868,900769,889850
19089,"Howard, IA",272314,309567,298731,346530,374158,374705
19091,"Humboldt, IA",345063,377380,358441,405888,398550,379717
19093,"Ida, IA",339112,373659,372477,408837,401582,403615
19095,"Iowa, IA",770422,865625,939726,965948,909742,990585
19097,"Jackson, IA",432653,446515,495797,527264,521992,513972
19099,"Jasper, IA",1431485,1377664,1437378,1369485,1398649,1527730
19101,"Jefferson, IA",691698,690873,736150,729169,707292,663740
19103,"Johnson, IA",6444992,6666513,6876619,7173114,7301716,7596835
19105,"Jones, IA",529023,550610,563532,584656,573711,585930
19107,"Keokuk, IA",241011,261023,267443,287632,256578,256201
19109,"Kossuth, IA",551197,597915,647324,724063,757399,773594
19111,"Lee, IA",1739362,1757966,1835804,1838171,1759940,1675022
19113,"Linn, IA",9858958,9698260,10593705,11644929,12247124,12342847
19115,"Louisa, IA",569131,553175,561890,532841,479498,526083
19117,"Lucas, IA",229543,239167,249073,272170,282413,276973
19119,"Lyon, IA",377550,372659,398425,454804,460788,511666
19121,"Madison, IA",306544,324095,337462,370264,374213,387559
19123,"Mahaska, IA",612825,612209,653914,743517,740824,785038
19125,"Marion, IA",1424816,1402244,1447444,1573809,1677725,1697627
19127,"Marshall, IA",1734745,1705888,1729999,1838160,1794552,1843381
19129,"Mills, IA",373058,385865,396147,416773,407481,421985
19131,"Mitchell, IA",349021,376645,348823,385655,386011,415029
19133,"Monona, IA",264580,289317,298330,308488,279691,248598
19135,"Monroe, IA",315171,305141,320565,351374,352110,369879
19137,"Montgomery, IA",396071,419817,405404,450175,450126,469177
19139,"Muscatine, IA",2368029,2505429,2507262,2583618,2565501,2649757
19141,"O'Brien, IA",507031,514622,560679,578890,589656,585197
19143,"Osceola, IA",269376,273853,276576,321494,323842,451840
19145,"Page, IA",517060,498908,525042,578124,577881,592845
19147,"Palo Alto, IA",327086,327368,356414,397057,418157,541398
19149,"Plymouth, IA",947322,981892,1067392,1163402,1140020,1165436
19151,"Pocahontas, IA",241270,284135,279744,307284,302473,314885
19153,"Polk, IA",26623964,26880326,29246231,31754987,34226865,33475632
19155,"Pottawattamie, IA",3271363,3373018,3582649,3803938,3854248,4042205
19157,"Poweshiek, IA",788308,851861,899275,986109,988317,976308
19159,"Ringgold, IA",104687,101424,103444,131806,128298,122198
19161,"Sac, IA",321862,334858,316874,394159,387326,373716
19163,"Scott, IA",7418289,7677861,7816199,8217425,8604700,8467079
19165,"Shelby, IA",385269,410603,398622,467676,474063,473656
19167,"Sioux, IA",1347607,1483898,1641042,1680629,1738679,1861501
19169,"Story, IA",3515856,3639028,3824369,3979311,4101552,4235219
19171,"Tama, IA",468136,494769,452222,551918,531189,544971
19173,"Taylor, IA",141984,152386,169149,209750,204496,211593
19175,"Union, IA",432780,453736,456848,523305,524838,528664
19177,"Van Buren, IA",159631,172452,190716,238320,230755,246142
19179,"Wapello, IA",1515692,1511915,1548195,1590681,1520679,1630043
19181,"Warren, IA",752856,793743,831312,905698,912802,916005
19183,"Washington, IA",581047,591642,604239,661602,652370,707782
19185,"Wayne, IA",144145,167071,168617,184657,182318,175800
19187,"Webster, IA",2204069,2213359,2340367,2302828,2152752,2169059
19189,"Winnebago, IA",349465,355040,357058,397204,389811,405340
19191,"Winneshiek, IA",755514,769871,797913,852113,847669,834209
19193,"Woodbury, IA",4930725,4891861,5094246,5504791,5756933,5844495
19195,"Worth, IA",173659,193746,191171,226666,222690,374748
19197,"Wright, IA",504420,538560,542347,601928,591651,606006
20001,"Allen, KS",434234,451057,470331,495490,471275,468106
20003,"Anderson, KS",166460,175425,171717,176851,176488,173440
20005,"Atchison, KS",632684,566915,530005,542664,523033,535892
20007,"Barber, KS",142978,164124,179320,162560,172994,201947
20009,"Barton, KS",903158,915594,958628,990406,1021656,1122726
20011,"Bourbon, KS",531192,571687,563217,599630,591808,621082
20013,"Brown, KS",360848,325826,371172,435208,427421,408902
20015,"Butler, KS",1647864,1661730,1745482,1587891,1793348,2000730
20017,"Chase, KS",78459,79697,75352,82533,94465,103552
20019,"Chautauqua, KS",67634,88913,76860,72256,69994,67326
20021,"Cherokee, KS",504905,499426,525629,537337,545853,545246
20023,"Cheyenne, KS",89658,74457,82375,64754,70003,67588
20025,"Clark, KS",74791,84431,95147,77961,88699,84196
20027,"Clay, KS",211186,218828,226815,257492,253100,265703
20029,"Cloud, KS",298166,282478,316119,330498,330915,344346
20031,"Coffey, KS",638787,593681,603991,671056,624064,648055
20033,"Comanche, KS",63488,70058,80222,64381,70438,70023
20035,"Cowley, KS",1185151,1161738,1146601,1150499,1105709,1192228
20037,"Crawford, KS",1241756,1279742,1244621,1253371,1280938,1307808
20039,"Decatur, KS",131109,99621,95951,71436,110190,78743
20041,"Dickinson, KS",544454,546786,607598,617173,608005,670423
20043,"Doniphan, KS",240014,213988,201297,251811,265146,275987
20045,"Douglas, KS",4012231,4116523,4108823,4195201,4207270,4173122
20047,"Edwards, KS",119460,139358,131205,121480,130031,112144
20049,"Elk, KS",62894,73133,67872,73301,77094,76379
20051,"Ellis, KS",1049622,1087118,1069863,1065699,1073503,1119555
20053,"Ellsworth, KS",203100,207940,231807,234013,216274,223549
20055,"Finney, KS",1538940,1489464,1560888,1568795,1579573,1551973
20057,"Ford, KS",1165788,1243143,1296658,1271382,1311297,1266708
20059,"Franklin, KS",664060,715746,713746,744545,750603,789942
20061,"Geary, KS",1715517,1730147,1854288,1985605,2076114,2419981
20063,"Gove, KS",158467,149739,137093,89982,133542,148826
20065,"Graham, KS",99489,85885,92629,79254,97348,98067
20067,"Grant, KS",424659,448991,458437,418569,472221,418476
20069,"Gray, KS",270128,271351,253966,235429,311580,229761
20071,"Greeley, KS",101499,54303,115258,54280,80390,45424
20073,"Greenwood, KS",157190,164436,167949,166433,168795,193594
20075,"Hamilton, KS",160455,108815,127286,122656,144242,93521
20077,"Harper, KS",134484,164273,197584,182508,201753,235975
20079,"Harvey, KS",1020760,1062270,1101125,1174485,1158368,1198108
20081,"Haskell, KS",302773,370331,294350,270993,320340,243449
20083,"Hodgeman, KS",45097,40344,47663,41923,57449,34724
20085,"Jackson, KS",337181,347518,342481,375009,360888,345053
20087,"Jefferson, KS",308877,316096,331785,334650,325155,314704
20089,"Jewell, KS",88654,71025,105623,92767,82715,100139
20091,"Johnson, KS",28596051,29936657,31178729,31782875,34152655,37122349
20093,"Kearny, KS",225391,237905,234622,195748,199031,162507
20095,"Kingman, KS",187670,210574,226881,227164,234722,288260
20097,"Kiowa, KS",108954,117706,148009,131897,126461,129267
20099,"Labette, KS",683132,672021,671301,701683,712920,750365
20101,"Lane, KS",68720,54910,70359,45527,84200,81338
20103,"Leavenworth, KS",2055659,2142934,2207685,2308201,2331421,2365177
20105,"Lincoln, KS",75631,66139,85290,77499,81468,82160
20107,"Linn, KS",417999,465410,473669,522217,461430,484730
20109,"Logan, KS",107684,92751,115368,89794,116312,86630
20111,"Lyon, KS",1237426,1199184,1239540,1285351,1278792,1282248
20113,"McPherson, KS",1457675,1530854,1635552,1544495,1738692,1961828
20115,"Marion, KS",271288,273996,317992,351422,358547,335110
20117,"Marshall, KS",351584,356031,366414,455898,478522,512718
20119,"Meade, KS",128173,143762,152162,150036,171815,115281
20121,"Miami, KS",655601,706756,705983,739431,723417,718328
20123,"Mitchell, KS",269808,251107,303547,307223,310050,328187
20125,"Montgomery, KS",1386323,1374983,1514609,1378016,1865259,1466389
20127,"Morris, KS",133046,139773,146060,144289,140930,139979
20129,"Morton, KS",169983,151864,156506,163386,182179,161961
20131,"Nemaha, KS",344437,320530,333663,401022,389440,329141
20133,"Neosho, KS",513208,537091,564055,573921,596161,645977
20135,"Ness, KS",107241,112097,127986,110985,121347,120792
20137,"Norton, KS",207392,187079,205153,204310,232084,215236
20139,"Osage, KS",246570,251414,248943,268455,256510,253996
20141,"Osborne, KS",129145,122329,138371,125959,127683,141332
20143,"Ottawa, KS",120804,127607,141247,145825,134852,163612
20145,"Pawnee, KS",252676,246048,243449,249721,269660,246560
20147,"Phillips, KS",292211,269913,301000,215455,292322,326069
20149,"Pottawatomie, KS",1253775,1246376,1252265,1294073,1350638,1439738
20151,"Pratt, KS",324187,368657,382262,367975,362337,410122
20153,"Rawlins, KS",111890,93073,96748,65255,79567,67316
20155,"Reno, KS",2220545,2176852,2229143,2270073,2303135,2385557
20157,"Republic, KS",188093,205236,187738,172888,159055,164624
20159,"Rice, KS",237063,233058,274285,298037,303595,310818
20161,"Riley, KS",2101175,2123313,2214102,2286704,2312746,2364467
20163,"Rooks, KS",164694,164430,157528,148161,159326,168563
20165,"Rush, KS",118676,138990,123739,108888,120709,125303
20167,"Russell, KS",196232,204066,218983,207697,238203,267405
20169,"Saline, KS",2522076,2545336,2589797,2658193,2753876,2877694
20171,"Scott, KS",239277,189166,195134,132570,234358,182681
20173,"Sedgwick, KS",24878756,24529390,23889177,23868128,23981831,26506141
20175,"Seward, KS",938525,961591,962170,957085,1001528,1032174
20177,"Shawnee, KS",8872975,8942509,9003737,9208697,9185430,8843399
20179,"Sheridan, KS",109257,95351,115703,99791,136455,68289
20181,"Sherman, KS",259715,207094,233032,190454,241708,210903
20183,"Smith, KS",134283,108523,137057,119160,134336,166525
20185,"Stafford, KS",111661,146789,141182,140035,143514,166011
20187,"Stanton, KS",121305,114799,118788,108984,138813,89020
20189,"Stevens, KS",336161,306559,323744,329177,315192,249066
20191,"Sumner, KS",532467,516293,570972,611797,605997,752846
20193,"Thomas, KS",365284,308515,351605,297732,372922,319566
20195,"Trego, KS",90096,89078,99433,84394,102304,90281
20197,"Wabaunsee, KS",124010,147467,112877,115662,113912,117470
20199,"Wallace, KS",62586,46934,72876,48716,60690,39831
20201,"Washington, KS",144735,151908,142146,184444,187938,152588
20203,"Wichita, KS",152727,184162,156382,98843,172968,137069
20205,"Wilson, KS",287945,305855,309674,327120,332381,350620
20207,"Woodson, KS",69787,73957,64500,67803,68081,65832
20209,"Wyandotte, KS",7516643,7577585,7671630,7971923,7972004,8519571
21001,"Adair, KY",305856,319689,327133,319456,338125,344591
21003,"Allen, KY",369895,358604,362319,376813,377586,416545
21005,"Anderson, KY",415369,452960,476917,453896,474295,477823
21007,"Ballard, KY",348100,337540,342714,344245,374789,368143
21009,"Barren, KY",1273278,1350844,1350444,1386803,1386457,1391699
21011,"Bath, KY",163089,189323,184448,184272,177213,165352
21013,"Bell, KY",816896,806147,812194,777394,769847,797408
21015,"Boone, KY",6490172,6886166,7421687,7632395,8062958,7499310
21017,"Bourbon, KY",495851,520193,494330,589551,586021,645518
21019,"Boyd, KY",2608666,3094608,3068977,3041404,2969244,2962052
21021,"Boyle, KY",1284033,1353840,1355950,1342985,1324444,1269193
21023,"Bracken, KY",127546,130000,130018,134834,136663,134675
21025,"Breathitt, KY",327217,342184,352078,326222,338528,352059
21027,"Breckinridge, KY",270865,287490,293455,302071,326665,313467
21029,"Bullitt, KY",1065924,1104820,1159648,1271928,1378121,1355860
21031,"Butler, KY",292572,290636,280865,276654,282149,286071
21033,"Caldwell, KY",352135,356422,368434,378937,404181,426676
21035,"Calloway, KY",1222722,1201888,1241343,1289335,1352252,1378467
21037,"Campbell, KY",2630865,2609145,2685645,2679954,2737866,2840309
21039,"Carlisle, KY",87638,74587,94766,108411,109016,106284
21041,"Carroll, KY",845394,950892,1060136,1432746,1417100,1504456
21043,"Carter, KY",454703,487940,503751,507962,524391,509145
21045,"Casey, KY",265143,294667,292912,292483,299359,296800
21047,"Christian, KY",4038460,4233227,4485827,4698029,5422024,5711349
21049,"Clark, KY",1238806,1311151,1366932,1410809,1451152,1468776
21051,"Clay, KY",363453,368302,369994,376244,384573,362265
21053,"Clinton, KY",330635,334241,300442,300702,295739,340253
21055,"Crittenden, KY",159267,155266,148234,151397,175449,173170
21057,"Cumberland, KY",129509,122869,120622,118934,120318,125170
21059,"Daviess, KY",3617642,3701753,3816425,3945752,4064555,4207681
21061,"Edmonson, KY",133467,142237,143894,144358,144824,151667
21063,"Elliott, KY",63140,79368,85516,69763,76757,79117
21065,"Estill, KY",210996,223943,227425,233107,225363,218767
21067,"Fayette, KY",14293178,15057277,15163178,15635383,16321314,16753617
21069,"Fleming, KY",279243,294075,288869,296585,311305,306720
21071,"Floyd, KY",1035525,1058130,1066237,1088943,1156889,1225475
21073,"Franklin, KY",2828130,2871905,2901374,2903580,2982894,2970092
21075,"Fulton, KY",235184,239780,281279,290737,293247,293560
21077,"Gallatin, KY",211193,240255,279575,251551,248286,258643
21079,"Garrard, KY",221341,215106,220701,233628,228761,226239
21081,"Grant, KY",441394,470260,477610,487237,497296,499800
21083,"Graves, KY",1124705,1079788,1072254,1159061,1136841,1146063
21085,"Grayson, KY",548275,577589,591039,622102,639391,631783
21087,"Green, KY",173649,190874,176923,172443,176954,191319
21089,"Greenup, KY",1827923,1203467,1299064,1443001,1417883,1385065
21091,"Hancock, KY",599033,772253,863972,724890,647753,721842
21093,"Hardin, KY",3926083,3948955,4090885,4271058,4374201,4529859
21095,"Harlan, KY",1084047,1016496,1029612,1014939,1031755,1019898
21097,"Harrison, KY",494091,536496,547390,531657,531796,551142
21099,"Hart, KY",326008,337576,347166,367857,385985,397994
21101,"Henderson, KY",1930811,2191075,2354539,2182239,2161804,2175936
21103,"Henry, KY",285021,308182,326321,330826,335529,343339
21105,"Hickman, KY",119558,95047,123847,165392,172086,163443
21107,"Hopkins, KY",1515817,1479384,1490381,1553309,1656303,1675917
21109,"Jackson, KY",195526,226745,209271,217278,214375,203386
21111,"Jefferson, KY",43402364,43528409,44785914,46250511,47729412,49291515
21113,"Jessamine, KY",1411262,1439702,1465654,1478695,1514296,1553594
21115,"Johnson, KY",501286,520386,511872,516196,506647,502773
21117,"Kenton, KY",5769531,5883558,6068201,6225506,6821839,7400315
21119,"Knott, KY",811373,746795,777797,750747,754235,639467
21121,"Knox, KY",597784,643746,666083,707029,721805,736474
21123,"Larue, KY",196443,214631,222775,225062,234574,236538
21125,"Laurel, KY",1705211,1754535,1794013,1805721,1893955,1890668
21127,"Lawrence, KY",445201,470759,469553,489867,527267,519612
21129,"Lee, KY",125496,142832,145423,149213,153500,142291
21131,"Leslie, KY",430593,389310,357313,311975,341573,323610
21133,"Letcher, KY",940103,891859,786338,800982,844228,816869
21135,"Lewis, KY",164215,185525,185678,193763,197652,196040
21137,"Lincoln, KY",337039,341051,349904,385589,404108,407468
21139,"Livingston, KY",290099,286886,300400,300554,324349,344655
21141,"Logan, KY",766462,841540,930143,869761,895066,949605
21143,"Lyon, KY",222192,233670,200304,200317,200383,197516
21145,"McCracken, KY",3764988,3541958,3585165,3607881,3819765,4004928
21147,"McCreary, KY",267679,260218,257135,270645,266872,263856
21149,"McLean, KY",230775,204564,234265,262171,253902,256891
21151,"Madison, KY",2046233,2171384,2255195,2327869,2417600,2479196
21153,"Magoffin, KY",207119,207856,208658,204860,228486,260533
21155,"Marion, KY",412895,451621,497585,527512,567386,596764
21157,"Marshall, KY",1148215,1324287,1401694,1363220,1414254,1489001
21159,"Martin, KY",580841,508017,521022,453639,437165,412398
21161,"Mason, KY",770539,835033,844162,884825,915953,954696
21163,"Meade, KY",404214,409716,423145,425469,444658,460620
21165,"Menifee, KY",74388,79804,80191,83269,85135,84976
21167,"Mercer, KY",665879,694610,723246,782775,789663,794658
21169,"Metcalfe, KY",162684,178206,186688,185450,193752,217809
21171,"Monroe, KY",204811,239630,254047,248144,229900,233404
21173,"Montgomery, KY",708181,743209,778228,835953,888385,901230
21175,"Morgan, KY",238917,245290,244100,247565,257551,251041
21177,"Muhlenberg, KY",1226805,1314908,1281278,1339409,1284888,1342489
21179,"Nelson, KY",1118582,1136202,1190481,1265587,1292137,1313925
21181,"Nicholas, KY",86676,94098,93201,99408,95374,94737
21183,"Ohio, KY",554304,557309,613258,668543,723391,758360
21185,"Oldham, KY",1139053,1171625,1229100,1297090,1372547,1353901
21187,"Owen, KY",142571,162881,155750,164462,169788,172465
21189,"Owsley, KY",56798,57887,59349,59698,58791,55988
21191,"Pendleton, KY",335483,323267,310551,302142,297798,301302
21193,"Perry, KY",1464714,1461414,1461771,1428932,1517820,1559863
21195,"Pike, KY",2947069,2801948,2749816,2653470,2766917,2731183
21197,"Powell, KY",225405,250531,249284,253022,245953,236176
21199,"Pulaski, KY",1749130,1789150,1815932,1891982,1889897,1946665
21201,"Robertson, KY",27948,26424,27570,31106,31661,29948
21203,"Rockcastle, KY",254148,266685,272315,278147,280732,271212
21205,"Rowan, KY",618127,665751,683204,699223,709253,689034
21207,"Russell, KY",366118,405674,425123,425363,433139,449592
21209,"Scott, KY",2287870,2100967,2495365,2800372,3191927,3490765
21211,"Shelby, KY",1199026,1253671,1281962,1361652,1348243,1359584
21213,"Simpson, KY",576540,601663,673894,703835,769494,800337
21215,"Spencer, KY",160763,165994,174188,179324,189936,185512
21217,"Taylor, KY",597623,631657,646247,675740,719371,714850
21219,"Todd, KY",303314,319355,324867,325640,329639,314479
21221,"Trigg, KY",258254,259811,281073,328674,347604,355405
21223,"Trimble, KY",160702,203927,196955,219874,209868,227522
21225,"Union, KY",518480,504099,574596,597885,647612,624025
21227,"Warren, KY",4035469,4210863,4442102,4689879,5015891,5264466
21229,"Washington, KY",223238,235220,256585,276224,280289,297441
21231,"Wayne, KY",358888,407929,406794,421662,417369,407267
21233,"Webster, KY",630641,667206,662401,650162,702292,713028
21235,"Whitley, KY",874400,897558,946249,955267,964515,946400
21237,"Wolfe, KY",95049,94508,93937,94234,93578,90278
21239,"Woodford, KY",1032101,1441509,1331405,1184402,1091095,1171593
22001,"Acadia, LA",1373489,1404499,1450596,1563684,1618025,1690649
22003,"Allen, LA",675667,668215,680874,749300,828819,819169
22005,"Ascension, LA",4250057,5662459,5949304,8378668,9799163,7662593
22007,"Assumption, LA",922827,937176,821376,784467,595646,652878
22009,"Avoyelles, LA",753164,758896,781932,762022,796020,875274
22011,"Beauregard, LA",910055,976285,916480,960465,930870,960072
22013,"Bienville, LA",1219859,983273,803965,676564,635180,738273
22015,"Bossier, LA",4133747,4194642,4515806,4833094,5124574,5219641
22017,"Caddo, LA",10261317,10342713,10736320,11305774,12047676,12520843
22019,"Calcasieu, LA",12724777,13851246,17309940,19075586,22981683,19071353
22021,"Caldwell, LA",211816,214969,225115,223118,214622,217421
22023,"Cameron, LA",1635053,1456149,1057914,1020739,983618,1247905
22025,"Catahoula, LA",210661,191764,225169,222237,232906,255820
22027,"Claiborne, LA",980497,876356,949033,1201345,1251991,1032832
22029,"Concordia, LA",478676,499534,508228,560244,611836,606241
22031,"De Soto, LA",943737,905792,901763,915333,903013,961486
22033,"East Baton Rouge, LA",23104241,24212972,25999512,27614128,30199681,30726217
22035,"East Carroll, LA",157685,147370,196201,182601,168578,175916
22037,"East Feliciana, LA",369406,402598,421907,437966,459138,449169
22039,"Evangeline, LA",701642,708585,767924,787000,797066,868197
22041,"Franklin, LA",352187,368250,401340,413636,430215,462321
22043,"Grant, LA",272345,287784,295155,318482,349014,314459
22045,"Iberia, LA",3265602,3017289,2892323,3052177,3099161,3715377
22047,"Iberville, LA",2329431,2642181,2187543,2973040,3606501,3762556
22049,"Jackson, LA",790906,902661,1023480,1272089,1256516,1142583
22051,"Jefferson, LA",20619948,21056606,21315074,21953981,22118342,23244193
22053,"Jefferson Davis, LA",1854829,1615135,1345431,1211177,1180778,1249580
22055,"Lafayette, LA",11973730,11509327,11672848,11851530,12621905,14390453
22057,"Lafourche, LA",3816374,3873664,3797030,3813621,3897563,4464198
22059,"LaSalle, LA",433739,435589,365234,375160,359714,413711
22061,"Lincoln, LA",1649581,1691640,1779928,1765353,1834922,1813726
22063,"Livingston, LA",1342775,1445249,1549773,1653763,1847323,1941488
22065,"Madison, LA",336087,344676,426015,416445,442515,425219
22067,"Morehouse, LA",747897,761044,807702,757786,738677,737218
22069,"Natchitoches, LA",1033164,1073776,1104371,1183869,1293843,1347668
22071,"Orleans, LA",27609488,27820379,27175118,27496655,25708263,21726077
22073,"Ouachita, LA",5591837,6006119,6178813,6605546,6953815,7034923
22075,"Plaquemines, LA",4582074,4110392,3810000,3666650,3240830,3857028
22077,"Pointe Coupee, LA",2036807,1597582,1629158,1478585,1424653,1635051
22079,"Rapides, LA",4862955,5035472,5095268,5333058,5656730,5704937
22081,"Red River, LA",112787,115156,117727,116938,114381,108991
22083,"Richland, LA",425862,422865,459393,469190,515357,553440
22085,"Sabine, LA",384463,392777,400788,444188,472574,442977
22087,"St. Bernard, LA",2632051,3000796,4527578,5458376,6282262,4847231
22089,"St. Charles, LA",5504441,5797562,7251264,6801238,8415212,7805167
22091,"St. Helena, LA",157770,162539,141463,152005,159506,159680
22093,"St. James, LA",1311240,1623268,2596147,3413564,5176413,3925497
22095,"St. John the Baptist, LA",1964618,2291493,3211159,3494657,4478108,4029781
22097,"St. Landry, LA",2017900,2091691,2304366,2354520,2582250,2797878
22099,"St. Martin, LA",737444,746846,794402,837967,866676,1004863
22101,"St. Mary, LA",2604346,2524303,2477981,2378393,2529689,2958988
22103,"St. Tammany, LA",5896281,6291096,6459727,6708464,6975422,7672287
