"CAINC1 County personal income summary: personal income, population, per capita personal income"
"CAINC1 County personal income summary: personal income, population, per capita personal income"
County
GeoFIPS,GeoName,2016,2017,2018,2019,2020,2021,2022,2023,2024
01113,"Russell, AL",30633,32004,31662,32919,35812,40019,39049,41193,43971
01115,"St. Clair, AL",35953,37298,39317,41297,43116,47395,48249,51097,54878
01117,"Shelby, AL",50745,52316,54529,57402,59916,65375,67471,71510,74513
01119,"Sumter, AL",29747,30113,30182,32277,35831,39247,38568,40753,43035
01121,"Talladega, AL",32006,32474,33465,35123,37957,41431,41552,43842,45757
01123,"Tallapoosa, AL",37491,38020,39383,41816,44271,48838,49152,52576,55117
01125,"Tuscaloosa, AL",34472,35537,36443,37599,39378,41166,42056,44641,46696
01127,"Walker, AL",36148,37711,38922,40970,42787,47150,49282,52060,54820
01129,"Washington, AL",35071,36000,37329,38505,40813,44371,45510,47479,50546
01131,"Wilcox, AL",29515,30369,31412,32887,35597,39717,38764,41811,44610
01133,"Winston, AL",31540,33120,33863,35706,39435,42930,43539,45219,47281
02010,"Aleutian Islands Census Area, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02013,"Aleutians East Borough, AK*",57027,58230,56634,60425,56950,59339,63358,64260,49624
02016,"Aleutians West Census Area, AK*",56532,54369,57957,60015,62534,63869,68810,70481,69676
02020,"Anchorage Municipality, AK",61428,62579,65385,66370,67927,72192,76381,80155,84370
02050,"Bethel Census Area, AK*",40577,41686,44300,44272,45608,46974,49249,48857,50706
02060,"Bristol Bay Borough, AK",113390,119838,135706,137372,142607,164143,158101,163320,158406
02063,"Chugach Census Area, AK*",(NA),(NA),(NA),(NA),61425,68855,69975,72649,74430
02066,"Copper River Census Area, AK*",(NA),(NA),(NA),(NA),49326,58974,57376,60702,64258
02068,"Denali Borough, AK*",90636,94715,104804,102578,88625,109498,120140,130201,134417
02070,"Dillingham Census Area, AK*",54334,57323,58499,57498,57379,58755,60862,63419,66350
02090,"Fairbanks North Star Borough, AK",52140,53427,56329,58345,60400,65312,67708,69914,75191
02100,"Haines Borough, AK*",64849,72309,82291,83904,75973,86153,85141,94142,100738
02105,"Hoonah-Angoon Census Area, AK*",51689,54952,56970,56908,55522,61133,68673,73586,77925
02110,"Juneau City and Borough, AK",63087,65232,68381,69937,70573,74509,79436,84994,88889
02122,"Kenai Peninsula Borough, AK*",49368,49778,51683,53949,55824,59273,60619,63937,67429
02130,"Ketchikan Gateway Borough, AK*",62480,63795,65994,68096,66172,69898,74038,80857,85247
02150,"Kodiak Island Borough, AK",56684,59451,59508,61991,65487,68994,71765,75475,76286
02158,"Kusilvak Census Area, AK*",29595,29412,30238,30878,32537,36002,37634,36837,37765
02164,"Lake and Peninsula Borough, AK*",52845,56041,62544,57446,58130,64173,68770,74522,76538
02170,"Matanuska-Susitna Borough, AK",45420,45417,47562,50081,52389,55106,58517,60480,63994
02180,"Nome Census Area, AK",46993,48443,50646,52214,53853,57853,63826,64236,68245
02185,"North Slope Borough, AK*",82917,77570,75340,79609,76086,71832,77563,86211,92214
02188,"Northwest Arctic Borough, AK",41749,42643,47066,47530,48963,51935,55837,57365,62888
02195,"Petersburg Borough, AK*",60029,61841,66163,66173,68780,76156,74795,82157,82785
02198,"Prince of Wales-Hyder Census Area, AK*",40290,42918,46663,48549,51457,54197,53795,55078,56996
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02220,"Sitka City and Borough, AK*",61191,65250,67607,68615,67832,78440,80290,88103,91448
02230,"Skagway Municipality, AK*",69607,70529,75061,76286,57988,69151,78328,92627,99837
02231,"Skagway-Yakutat-Angoon Census Area, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02232,"Skagway-Hoonah-Angoon Census Area, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02240,"Southeast Fairbanks Census Area, AK*",47235,48298,50675,51657,53248,59350,61056,64682,68784
02261,"Valdez-Cordova Census Area, AK*",55058,57080,57923,59026,(NA),(NA),(NA),(NA),(NA)
02275,"Wrangell City and Borough, AK*",48674,49710,54316,54429,56515,60515,61337,64204,67715
02280,"Wrangell-Petersburg Census Area, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02282,"Yakutat City and Borough, AK*",49179,50307,53445,58725,58933,63156,63377,63173,64065
02290,"Yukon-Koyukuk Census Area, AK*",50600,51694,54445,55962,57909,62442,65751,68561,73588
02901,"Aleutian Islands Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02903,"Angoon Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02904,"Barrow-North Slope Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02905,"Bethel Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02907,"Bristol Bay Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02908,"Cordova-McCarthy Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02910,"Haines Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02912,"Kenai-Cook Inlet Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02916,"Kuskokwim Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02919,"Outer Ketchikan Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02920,"Prince of Wales Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02921,"Seward Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02922,"Sitka Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02923,"Skagway-Yakutat Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02924,"Southeast Fairbanks Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02925,"Upper Yukon Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02926,"Valdez-Chitina-Whittier Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02928,"Wrangell-Petersburg Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
02929,"Yukon-Koyukuk Division, AK*",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
04001,"Apache, AZ",31841,33899,35838,36825,42174,46121,46200,47944,48830
04003,"Cochise, AZ",37181,38914,39624,41289,46875,49857,50543,53450,55303
04005,"Coconino, AZ",43235,46085,47821,48976,52892,58357,58530,61736,63794
04007,"Gila, AZ",35818,38386,39553,40582,45005,49718,50241,53556,57097
04009,"Graham, AZ",28303,29840,31069,32038,35956,39194,41225,42907,44164
04011,"Greenlee, AZ",32631,35492,39317,40517,43197,48332,52784,55713,58574
04012,"La Paz, AZ*",36363,37247,38855,42741,46510,53237,57037,56996,57451
04013,"Maricopa, AZ",44357,46441,48805,51612,56026,61834,64296,68833,72176
04015,"Mohave, AZ",30611,32274,33670,35487,39063,43086,43642,46106,48586
04017,"Navajo, AZ",29581,31145,32782,33464,38616,42431,42923,45016,46577
04019,"Pima, AZ",39720,41944,43614,45477,49629,53840,54802,58535,60425
04021,"Pinal, AZ",31534,33300,35024,37329,41088,44906,46908,49098,50771
04023,"Santa Cruz, AZ",33069,35441,36883,38110,43187,48024,46579,49886,50841
04025,"Yavapai, AZ",36834,39089,40727,42739,46938,50919,52023,57376,60854
04027,"Yuma, AZ*",33075,34851,35304,36950,42177,44513,44828,46666,47582
05001,"Arkansas, AR",41863,43565,45225,47447,51909,59772,58426,64520,61998
05003,"Ashley, AR",33840,34647,36107,38318,39913,43389,43540,45107,47973
05005,"Baxter, AR",34905,36131,36884,38452,41240,44535,44190,46263,48272
05007,"Benton, AR",80906,82914,90185,82922,83109,105578,108539,116244,120594
05009,"Boone, AR",33300,34088,35470,36411,38689,43091,42859,43959,46825
05011,"Bradley, AR",36034,37216,38852,40230,43227,47691,47939,49024,51688
05013,"Calhoun, AR",34521,35041,36445,39003,42642,46800,46167,48337,52035
05015,"Carroll, AR",30745,32350,33112,32492,34966,41310,41851,40869,45250
05017,"Chicot, AR",33973,35315,35940,38244,44310,48531,46902,50151,51481
05019,"Clark, AR",33940,35326,36430,38392,41657,43596,42448,44594,46783
05021,"Clay, AR",31339,33501,34219,34862,39311,44413,44275,46675,47192
05023,"Cleburne, AR",35449,36642,37834,39420,44010,48201,47933,49644,52409
05025,"Cleveland, AR",36963,39330,41607,41433,42222,49811,52655,52021,56794
05027,"Columbia, AR",34771,36902,36974,38091,41340,44786,45009,48000,49741
05029,"Conway, AR",36111,36899,38356,38832,41850,46776,48812,48964,51282
05031,"Craighead, AR",35550,36221,36918,38554,42298,47249,46945,48695,50720
05033,"Crawford, AR",32245,33098,34008,35307,38151,41845,41931,43422,45258
05035,"Crittenden, AR",34874,35566,36291,37957,41844,45616,45412,46343,47489
05037,"Cross, AR",32385,34023,33875,35880,40251,43466,42684,45178,46008
05039,"Dallas, AR",33172,34694,36728,39386,43724,46961,47129,49072,51824
05041,"Desha, AR",34323,36193,36712,38211,44635,49968,48826,51940,52490
05043,"Drew, AR",34709,36247,36987,38521,42862,46495,46616,48037,49891
05045,"Faulkner, AR",36221,37196,38693,40359,44413,47949,47981,50381,52556
05047,"Franklin, AR",31931,32948,34084,33926,35788,41281,42975,42829,47157
05049,"Fulton, AR",26484,27301,28428,28908,32659,35372,34815,35634,36902
05051,"Garland, AR",37406,38345,39353,41376,45084,48540,48493,51137,53635
05053,"Grant, AR",36472,37543,38432,40360,43023,46490,47568,49889,52550
05055,"Greene, AR",32374,33050,34119,35697,39295,42149,41673,43697,44671
05057,"Hempstead, AR",30027,32012,33256,33456,35577,41258,44056,42599,46617
05059,"Hot Spring, AR",29574,30329,31244,32279,35033,37846,38146,39522,41293
05061,"Howard, AR",33693,35704,36813,34913,35877,44237,49425,46340,52293
05063,"Independence, AR",33438,34227,34876,35947,38638,43241,45238,47155,49157
05065,"Izard, AR",28443,29061,30245,30704,32900,34845,35479,37284,39333
05067,"Jackson, AR",34381,36298,37042,37686,42128,44723,46315,51262,50459
05069,"Jefferson, AR",32191,33246,33832,35205,38388,41473,41503,43436,44232
05071,"Johnson, AR",28367,28764,29268,29497,31832,35402,35830,35290,37274
05073,"Lafayette, AR",34417,35291,36400,37074,40542,47973,50336,50473,55234
05075,"Lawrence, AR",31971,32894,33298,34133,38967,40871,42867,44095,43454
05077,"Lee, AR",25653,27850,27488,30025,33059,38835,37417,38558,40453
05079,"Lincoln, AR",24006,25731,26834,27270,29361,32973,33785,33699,36032
05081,"Little River, AR",33486,33912,34237,34439,37544,41193,42104,43769,47040
05083,"Logan, AR",31386,32942,33579,33171,35514,39532,41225,41277,44503
05085,"Lonoke, AR",37458,37887,39394,40632,44888,49504,48790,51732,53746
05087,"Madison, AR",32489,35572,35092,34084,35140,43489,45332,42908,49116
05089,"Marion, AR",28533,29312,30178,31312,33801,37859,37177,38533,40556
05091,"Miller, AR",32434,32569,33693,34836,37875,41095,40367,42505,44980
05093,"Mississippi, AR",29148,30305,32359,35221,37967,45653,44455,47747,52873
05095,"Monroe, AR",30547,31236,31974,34015,39358,43112,42112,46171,45207
05097,"Montgomery, AR",28364,29906,31243,31739,34615,38381,38847,40431,43048
05099,"Nevada, AR",30966,31987,32767,33366,35339,39620,40770,40118,43035
05101,"Newton, AR",27932,28672,30291,32625,35333,39591,38229,39680,41851
05103,"Ouachita, AR",34564,35546,37800,39517,43398,47352,48245,50691,53075
05105,"Perry, AR",33681,35167,36180,37312,40358,44388,46390,47450,50849
05107,"Phillips, AR",30187,32220,33038,35405,40209,46409,45037,46628,46172
05109,"Pike, AR",31263,32736,33748,33371,35458,41098,42482,42029,46345
05111,"Poinsett, AR",30677,31909,32705,34710,38605,43285,44279,46991,47523
05113,"Polk, AR",28455,29668,31156,31262,33863,38353,40318,40041,44039
05115,"Pope, AR",33221,33945,35230,35998,37836,41793,41929,43273,45559
05117,"Prairie, AR",32805,34657,35240,34354,40855,44887,44683,49477,47967
05119,"Pulaski, AR",47589,48383,49264,51353,55853,61313,60467,64790,67740
05121,"Randolph, AR",30558,32029,32510,33464,36989,40731,40779,41145,43312
05123,"St. Francis, AR",26697,27838,28692,30337,33384,36880,36191,37393,38259
05125,"Saline, AR",40536,40915,42139,43378,47179,51701,51281,53951,56086
05127,"Scott, AR",29036,30902,32012,31528,33799,39896,41285,40376,44492
05129,"Searcy, AR",26062,27081,27369,28444,31702,35520,33389,35513,37061
05131,"Sebastian, AR",39268,39981,40787,42756,45171,48665,47513,49341,51559
05133,"Sevier, AR",31439,32672,33967,33105,35459,42291,45592,43575,48016
05135,"Sharp, AR",31703,32646,34112,34873,37069,41724,43902,43484,46346
05137,"Stone, AR",29052,29883,30947,31262,34164,38604,36960,37992,39858
05139,"Union, AR",38729,41879,42649,44846,50477,52366,52406,55608,57817
05141,"Van Buren, AR",29929,30347,31471,32749,35940,39474,39069,40746,42757
05143,"Washington, AR",37189,38498,39121,40471,44910,49802,49314,51419,54752
05145,"White, AR",33800,34922,36457,37040,40640,43985,43915,45927,48191
05147,"Woodruff, AR",34641,36889,36724,37987,45780,50755,51339,58747,56453
05149,"Yell, AR",31829,33532,34826,34845,36422,42749,45415,44644,48409
06001,"Alameda, CA",65209,69254,74192,79984,88182,98657,100110,104460,111268
06003,"Alpine, CA",69615,67957,73487,78380,75766,74653,69311,78472,88146
06005,"Amador, CA",40295,41230,41827,43900,47311,50040,48230,50637,53703
06007,"Butte, CA",40653,41568,42612,45912,51342,56051,54273,57045,61191
06009,"Calaveras, CA",44046,45874,47344,50144,54133,56739,56105,59024,64051
06011,"Colusa, CA",41192,41189,45620,44699,56351,59578,57589,61296,61656
06013,"Contra Costa, CA",70257,74770,78509,80354,87843,94780,96617,102184,108259
06015,"Del Norte, CA",34083,34326,35060,36526,41464,44670,44956,46919,50144
06017,"El Dorado, CA",62104,63355,66059,69023,74018,79498,79990,84850,89554
06019,"Fresno, CA",39065,39594,40602,42636,48320,52056,51116,53386,57584
06021,"Glenn, CA",40125,40429,42539,43121,49678,52440,52081,55064,58305
06023,"Humboldt, CA",41608,42848,43858,45760,50138,54062,53864,56165,62031
06025,"Imperial, CA",35248,35579,35211,37662,46450,48581,46422,48248,52117
06027,"Inyo, CA",54678,56238,54814,57680,59781,61205,59967,67788,72766
06029,"Kern, CA",36172,36580,37566,39301,44612,46978,45289,47452,50641
06031,"Kings, CA",34192,35431,35083,36435,41497,43931,43286,44338,47718
06033,"Lake, CA",36608,38160,38962,40193,43965,46985,45772,48323,52606
06035,"Lassen, CA",32402,32249,32730,32815,38004,40835,41082,43760,48818
06037,"Los Angeles, CA",54742,56627,58994,62591,67889,73575,74714,78745,83888
06039,"Madera, CA",35964,36908,37455,39073,44088,47950,45952,47071,51225
06041,"Marin, CA",113208,119039,128066,136592,145431,165660,168508,180661,190891
06043,"Mariposa, CA",46928,49114,51060,53858,57206,60501,61280,65784,70855
06045,"Mendocino, CA",42473,43727,45234,47010,52343,56503,55500,57889,62438
06047,"Merced, CA",35623,36405,36823,38423,44023,47939,46377,46796,51481
06049,"Modoc, CA",43102,43265,43706,46475,54211,56011,59345,60680,68353
06051,"Mono, CA",45321,51071,49820,54933,60540,63543,66439,69431,75036
06053,"Monterey, CA",50849,51873,52360,55690,60857,64947,65611,69644,74175
06055,"Napa, CA",66433,68093,69039,73298,83021,87446,89224,96148,103017
06057,"Nevada, CA",55352,55976,57305,60440,65075,70627,71651,76225,80346
06059,"Orange, CA",61184,63510,66056,69616,75080,81861,84577,89480,94034
06061,"Placer, CA",60585,62801,64808,67667,73223,79633,80551,83911,87751
06063,"Plumas, CA",44553,45906,47535,49299,54496,58769,60396,65278,71569
06065,"Riverside, CA",38092,39100,40619,43122,47600,51584,51449,53350,56404
06067,"Sacramento, CA",46878,48274,50292,52551,57575,61795,62314,65388,69693
06069,"San Benito, CA",46231,48561,50113,54121,60646,62398,62415,65041,69967
06071,"San Bernardino, CA",36417,37305,38655,41078,45341,49824,49214,50698,53991
06073,"San Diego, CA",55082,56977,59022,62058,67479,73319,75055,79921,84312
06075,"San Francisco, CA",110427,117264,126910,127302,136856,160328,153759,162335,171497
06077,"San Joaquin, CA",39752,40865,42302,45284,51630,56068,56457,58160,63017
06079,"San Luis Obispo, CA",51124,53633,55482,59023,63182,68653,68999,73274,77564
06081,"San Mateo, CA",103811,114031,123326,129067,141322,174510,162109,171038,179656
06083,"Santa Barbara, CA",54886,57029,59670,62413,69116,76898,78437,83529,88347
06085,"Santa Clara, CA",90091,97638,106551,112573,122266,145029,141894,149429,157620
06087,"Santa Cruz, CA",58545,62116,64905,69475,76958,88568,82838,87608,93580
06089,"Shasta, CA",41284,42692,43818,45647,51208,54425,54551,57160,61769
06091,"Sierra, CA",37795,38624,39756,41762,45370,47424,51014,52839,56704
06093,"Siskiyou, CA",40616,41409,42266,43374,49601,52859,52374,55090,61164
06095,"Solano, CA",45437,46639,48563,51607,58630,59802,60904,63212,67744
06097,"Sonoma, CA",55532,57881,61096,65926,72602,78446,78666,83375,88832
06099,"Stanislaus, CA",39774,40587,41448,43430,48678,52417,51572,52853,56741
06101,"Sutter, CA",39963,40329,42168,43870,49430,53620,52365,54054,57844
06103,"Tehama, CA",35982,37969,38751,39991,44489,48095,46935,49790,53402
06105,"Trinity, CA",29583,29620,30563,31431,33298,35893,36297,38483,42191
06107,"Tulare, CA",37118,37977,38064,39837,45579,49104,47655,48757,53098
06109,"Tuolumne, CA",42286,43071,43698,45744,49606,52970,53583,56885,61604
06111,"Ventura, CA",55760,57462,59789,62933,67737,74496,74454,77940,82558
06113,"Yolo, CA",49950,50784,52071,55300,59784,66164,63771,67061,71044
06115,"Yuba, CA",37536,37724,39413,41231,45542,49373,48993,50601,54741
08001,"Adams, CO*",39639,40908,43133,45004,48468,53186,56627,58328,60273
08003,"Alamosa, CO",33848,34430,36289,37931,40757,44301,44214,46085,46523
08005,"Arapahoe, CO",55375,55992,61244,64494,68974,73706,77807,81281,84131
08007,"Archuleta, CO",41306,42046,44338,46428,50452,53587,55736,57811,62563
08009,"Baca, CO",37170,43189,41849,40324,46140,50011,57845,62513,53426
08011,"Bent, CO",24217,23515,26148,27141,30153,35001,34240,34992,34964
08013,"Boulder, CO*",64154,68368,71554,78583,81978,92885,95621,101124,104808
08014,"Broomfield, CO*",59591,62265,66565,72466,74921,81492,86027,89643,93044
08015,"Chaffee, CO",43471,45074,48537,52403,55980,62335,62995,68213,71431
08017,"Cheyenne, CO",39419,39993,40542,54145,46671,68676,79152,86116,79060
08019,"Clear Creek, CO",57439,58872,59261,65677,69047,72886,75208,81163,85137
08021,"Conejos, CO",33991,34882,37534,38442,41095,45861,45708,47830,47836
08023,"Costilla, CO",33320,34112,35931,37340,39413,41935,40635,42933,43334
08025,"Crowley, CO",21166,18314,19774,19655,22494,25175,24277,26114,27232
08027,"Custer, CO",44001,41913,43640,45922,47976,51304,52322,55244,58809
08029,"Delta, CO",32930,34199,36269,38499,42566,46383,48405,50688,53170
08031,"Denver, CO",62813,73710,78681,84048,86693,103649,114859,116777,119263
08033,"Dolores, CO",31114,32056,33118,35573,37444,42184,40128,40493,42287
08035,"Douglas, CO",58314,60873,70260,76598,83155,90010,97519,103592,107204
08037,"Eagle, CO",66881,71475,80086,82532,89022,102843,117417,130343,137706
08039,"Elbert, CO",54588,56163,60196,62688,65070,71490,73744,76435,79244
08041,"El Paso, CO",44505,46160,48014,50511,54293,59550,61728,65598,68934
08043,"Fremont, CO",31741,31916,33793,34700,38305,41747,42329,43713,45918
08045,"Garfield, CO",52210,54177,56310,58064,58957,62361,66724,71390,74757
08047,"Gilpin, CO",48399,49563,50029,53330,56095,62864,66533,70211,73129
08049,"Grand, CO",45431,48462,52486,54240,55868,63213,70055,75899,81305
08051,"Gunnison, CO",44583,45568,48562,51272,55770,62001,66080,70832,75184
08053,"Hinsdale, CO",45750,46645,48403,51653,53676,59764,63492,73076,74083
08055,"Huerfano, CO",38226,38684,39097,41041,44696,49505,47028,51149,53491
08057,"Jackson, CO",45847,48721,54517,54470,57702,61789,66508,72290,77936
08059,"Jefferson, CO*",57079,59425,62336,65967,68574,75528,81739,85359,88698
08061,"Kiowa, CO",43429,40443,43963,51903,54089,68626,69737,80569,74364
08063,"Kit Carson, CO",38952,36930,36087,41737,41568,52972,51618,55646,52550
08065,"Lake, CO",34132,35288,38125,39575,43956,48652,51619,54433,58221
08067,"La Plata, CO",52678,52540,56394,58995,60705,65442,71921,77474,81031
08069,"Larimer, CO",48072,51423,53677,56225,59515,65120,67835,71264,73894
08071,"Las Animas, CO",34053,35044,37628,37778,41943,45060,46096,47166,47422
08073,"Lincoln, CO",26563,26723,27800,29453,33224,37821,40298,42796,39836
08075,"Logan, CO",48566,44742,44359,42694,43441,49769,52525,57158,57669
08077,"Mesa, CO",39840,42117,44404,45982,48425,53049,55383,57277,59925
08079,"Mineral, CO",56068,57225,58750,64561,64513,68256,72207,78292,80926
08081,"Moffat, CO",39291,39333,41558,40836,44930,46291,49516,52033,54160
08083,"Montezuma, CO",40025,40555,42320,43841,46964,51326,51204,53217,55437
08085,"Montrose, CO",36481,37952,41067,42824,45894,50588,53080,54259,57305
08087,"Morgan, CO",41377,40470,43963,44458,47035,52157,52782,53513,55065
08089,"Otero, CO",32765,32821,34726,36006,39468,42381,42773,44764,47135
08091,"Ouray, CO",55113,55904,62877,65243,72974,83376,83637,86894,91554
08093,"Park, CO",44230,45647,45932,49376,52369,57854,59018,63059,65741
08095,"Phillips, CO",41184,38363,40096,41699,43962,51400,56653,57945,54291
08097,"Pitkin, CO",134155,136570,151435,175663,163303,192190,232863,261948,275044
08099,"Prowers, CO",39385,37578,39224,38895,41170,45708,46702,49444,49149
08101,"Pueblo, CO",35313,36167,38012,39476,43225,46902,46998,49023,51492
08103,"Rio Blanco, CO",41780,43309,46178,47894,49809,56112,59467,62930,65123
08105,"Rio Grande, CO",40447,40842,44289,47018,51101,55629,56802,62039,63008
08107,"Routt, CO",69903,78751,79869,85668,91040,107106,121611,130747,136239
08109,"Saguache, CO",32573,31516,34193,37621,40084,43950,41567,44499,43701
08111,"San Juan, CO",50203,47220,44025,49649,53910,58003,51912,54168,59114
08113,"San Miguel, CO",72237,76739,83589,92658,100236,124453,145426,154127,160783
08115,"Sedgwick, CO",42475,39514,37598,41662,41222,52446,56764,56763,54027
08117,"Summit, CO",60353,62945,68438,74900,76909,84710,97275,106630,112809
08119,"Teller, CO",47344,48704,49830,53374,57526,62748,62998,67518,70651
08121,"Washington, CO",37553,34222,36226,39400,41152,47644,53531,51396,48606
08123,"Weld, CO*",43921,44388,47852,49754,52062,56372,59174,61589,63672
08125,"Yuma, CO",50594,41945,41787,43626,41068,49593,52744,56641,54895
09001,"Fairfield, CT*",103697,106958,112885,113656,113558,122881,131179,140184,(NA)
