"CAINC1 County personal income summary: personal income, population, per capita personal income"
"CAINC1 County personal income summary: personal income, population, per capita personal income"
County
GeoFIPS,GeoName,2001,2002,2003,2004,2005,2006
29195,"Saline, MO",24170,24368,25396,27794,27284,28741
29197,"Schuyler, MO",20970,20279,21456,21103,21058,21662
29199,"Scotland, MO",20076,20250,22047,25246,24292,25820
29201,"Scott, MO",23472,24168,25132,27657,27469,30324
29203,"Shannon, MO",16881,17272,18034,19425,19776,19655
29205,"Shelby, MO",23877,22049,24203,28069,24889,27679
29207,"Stoddard, MO",21848,21947,24633,26387,27091,27881
29209,"Stone, MO",21980,22075,22336,23544,24429,25210
29211,"Sullivan, MO",19990,19021,19614,23029,25086,26278
29213,"Taney, MO",23729,23644,24253,25041,25448,26625
29215,"Texas, MO",18094,17895,18740,19744,20262,19969
29217,"Vernon, MO",22006,21776,22859,24342,24251,24264
29219,"Warren, MO",24579,24595,25147,27045,28086,29804
29221,"Washington, MO",17334,17805,18284,19290,20050,20621
29223,"Wayne, MO",17537,18113,18156,20349,20991,21431
29225,"Webster, MO",19675,20078,20925,22764,23493,24620
29227,"Worth, MO",20726,20414,21816,24842,24391,24486
29229,"Wright, MO",18503,18333,18723,19804,20310,20615
29510,"St. Louis (Independent City), MO",26437,27212,27458,28586,29217,31245
30001,"Beaverhead, MT",22721,22839,24414,26018,27175,26767
30003,"Big Horn, MT",16977,16849,19248,20360,21922,21222
30005,"Blaine, MT",16907,15671,17516,20257,21330,19995
30007,"Broadwater, MT",19789,20139,21356,23435,24258,24581
30009,"Carbon, MT",24907,24905,26614,30504,31682,32617
30011,"Carter, MT",22507,17528,21678,23512,27197,22141
30013,"Cascade, MT",25591,26829,28044,29519,30794,33291
30015,"Chouteau, MT",18611,20294,23381,24391,24656,23863
30017,"Custer, MT",23557,23458,25935,26653,27754,29591
30019,"Daniels, MT",26360,26595,27406,30988,30543,26130
30021,"Dawson, MT",22212,22207,24016,23894,25920,27220
30023,"Deer Lodge, MT",20663,21182,22814,23547,24090,25683
30025,"Fallon, MT",24470,23046,25809,27287,33251,33592
30027,"Fergus, MT",22779,22478,24239,25812,27350,28089
30029,"Flathead, MT",25698,26176,27096,29105,30966,33809
30031,"Gallatin, MT",23957,24550,27665,31697,34241,36978
30033,"Garfield, MT",23257,19781,24513,24045,28296,22727
30035,"Glacier, MT",17911,18452,19896,22589,24193,25780
30037,"Golden Valley, MT",21065,18491,22127,23613,27021,27890
30039,"Granite, MT",19601,20444,21988,22733,24115,25275
30041,"Hill, MT",23216,24524,27914,29302,30737,31322
30043,"Jefferson, MT",25057,25783,27227,28348,29809,31790
30045,"Judith Basin, MT",19698,17497,19837,22735,24001,20713
30047,"Lake, MT",19107,19751,20940,22508,23595,25402
30049,"Lewis and Clark, MT",27312,28481,28917,30122,33327,36980
30051,"Liberty, MT",17962,19582,22118,20478,23247,23466
30053,"Lincoln, MT",18386,19232,20365,21082,21849,23984
30055,"McCone, MT",20252,18127,22328,23560,24271,21068
30057,"Madison, MT",23007,22747,24868,28303,30543,32894
30059,"Meagher, MT",20282,20317,22068,24253,26942,26382
30061,"Mineral, MT",19179,20219,21295,21922,22617,23939
30063,"Missoula, MT",25126,26139,27560,29111,30175,32327
30065,"Musselshell, MT",17931,18453,20098,21756,23636,24217
30067,"Park, MT",23525,23871,25424,27429,28844,31045
30069,"Petroleum, MT",16459,13032,18781,18584,21545,19360
30071,"Phillips, MT",20274,19966,22655,25683,26019,25386
30073,"Pondera, MT",20091,21326,22851,25636,27689,29044
30075,"Powder River, MT",20512,17227,20481,20627,22439,19538
30077,"Powell, MT",18995,19265,20648,21067,21335,22142
30079,"Prairie, MT",24061,21348,25953,26454,30152,27040
30081,"Ravalli, MT",21459,21995,23376,25241,26879,28684
30083,"Richland, MT",23251,22814,25207,28443,31580,33915
30085,"Roosevelt, MT",18429,19303,21164,22018,21819,21063
30087,"Rosebud, MT",23768,23732,26359,27591,28980,29558
30089,"Sanders, MT",17766,18760,19805,20529,21180,23374
30091,"Sheridan, MT",23046,22940,27636,29333,28547,27625
30093,"Silver Bow, MT",24166,25115,26176,28912,34325,39328
30095,"Stillwater, MT",25774,25369,26730,27933,28840,29994
30097,"Sweet Grass, MT",26765,25941,27153,29230,30553,32436
30099,"Teton, MT",21713,22424,23998,27540,29617,30394
30101,"Toole, MT",21284,22912,26000,26887,29074,29988
30103,"Treasure, MT",17632,17241,19828,22716,25786,23557
30105,"Valley, MT",25031,25443,28605,30368,30517,28666
30107,"Wheatland, MT",17713,15690,17477,19809,22062,21761
30109,"Wibaux, MT",21930,20010,23647,22892,25481,23705
30111,"Yellowstone, MT",26915,27438,28710,30824,32645,34723
31001,"Adams, NE",27348,27894,29517,29473,30973,31996
31003,"Antelope, NE",25385,24558,29911,30646,31033,28618
31005,"Arthur, NE",19929,22292,26492,26873,27077,27084
31007,"Banner, NE",23762,22802,36043,32280,39877,29106
31009,"Blaine, NE",28005,31617,34268,30771,32089,28414
31011,"Boone, NE",27203,25719,30122,29957,32822,27179
31013,"Box Butte, NE",24868,24759,27018,28099,30546,31506
31015,"Boyd, NE",23100,21692,26651,25229,27508,26320
31017,"Brown, NE",22011,22016,25276,25495,30280,27899
31019,"Buffalo, NE",26212,26830,28977,29866,30670,31850
31021,"Burt, NE",25825,25554,28567,28341,28960,28925
31023,"Butler, NE",25658,23904,27214,29422,28784,27797
31025,"Cass, NE",30391,30813,32143,34070,34226,34485
31027,"Cedar, NE",25812,24410,28110,29874,30317,27530
31029,"Chase, NE",28391,27135,31766,31016,32905,30084
31031,"Cherry, NE",23648,24693,29085,28547,29149,28262
31033,"Cheyenne, NE",27740,27417,31538,31680,32732,34463
31035,"Clay, NE",27513,26313,30945,30337,31716,28775
31037,"Colfax, NE",27226,26344,28358,27703,28760,29526
31039,"Cuming, NE",31739,30712,35164,33479,37741,36074
31041,"Custer, NE",25162,24249,27834,26147,27704,26988
31043,"Dakota, NE",22177,22460,23391,23186,23986,24830
31045,"Dawes, NE",20879,21267,22645,22655,23913,24502
31047,"Dawson, NE",23528,23613,25611,24602,26336,26511
31049,"Deuel, NE",25594,25711,29097,27006,27565,27626
31051,"Dixon, NE",24064,24020,25495,26242,27371,25551
31053,"Dodge, NE",27660,28382,29578,30166,30701,32430
31055,"Douglas, NE",36967,37734,38678,40894,41481,44418
31057,"Dundy, NE",32069,29698,35558,33002,36645,35954
31059,"Fillmore, NE",32032,30704,34735,35184,35757,33774
31061,"Franklin, NE",25544,23077,29511,29942,30126,27797
31063,"Frontier, NE",26792,22152,30049,26979,29620,25217
31065,"Furnas, NE",27366,23582,30021,28609,29818,26507
31067,"Gage, NE",28627,28081,30346,31939,32414,33976
31069,"Garden, NE",25515,26089,31431,30322,32655,31595
31071,"Garfield, NE",26620,25870,28126,26792,27656,25806
31073,"Gosper, NE",27853,23719,29448,29686,32030,30005
31075,"Grant, NE",18739,20372,23733,24806,27253,24742
31077,"Greeley, NE",24414,22044,25648,25180,27216,22242
31079,"Hall, NE",27250,27939,29218,29149,30039,31145
31081,"Hamilton, NE",26069,25975,29074,31372,32332,31828
31083,"Harlan, NE",23169,21235,25743,26020,27082,25724
31085,"Hayes, NE",21824,17718,26155,25160,33760,30113
31087,"Hitchcock, NE",23018,21229,25227,23708,27484,25062
31089,"Holt, NE",23391,23817,28279,29575,29895,28920
31091,"Hooker, NE",23980,26268,27560,25952,25652,26559
31093,"Howard, NE",24838,24351,27306,26190,28805,27480
31095,"Jefferson, NE",27613,26455,28814,30044,29929,30025
31097,"Johnson, NE",25495,23332,26631,25957,24426,24442
31099,"Kearney, NE",27922,28132,32658,34016,37207,46335
31101,"Keith, NE",23838,23907,26370,26875,27165,27297
31103,"Keya Paha, NE",19719,19730,24564,24146,28069,23029
31105,"Kimball, NE",25290,24001,29010,29215,31357,32811
31107,"Knox, NE",23658,22483,26564,27001,28278,26292
31109,"Lancaster, NE",31069,32045,32799,33739,34510,36018
31111,"Lincoln, NE",26769,27756,29924,30177,31598,31815
31113,"Logan, NE",27873,26391,31611,30668,31519,27073
31115,"Loup, NE",15176,16674,22465,25259,27879,23869
31117,"McPherson, NE",16873,19521,24139,24228,26879,24600
31119,"Madison, NE",26757,27370,29048,29591,30504,31088
31121,"Merrick, NE",23823,23173,25299,26665,28293,30869
31123,"Morrill, NE",22912,23696,28558,28591,33234,34506
31125,"Nance, NE",23797,22449,26782,28897,30022,27465
31127,"Nemaha, NE",31097,27795,32786,37039,33110,31831
31129,"Nuckolls, NE",26423,23554,28428,28390,28224,26351
31131,"Otoe, NE",27208,26429,28753,31297,30804,31008
31133,"Pawnee, NE",25627,21288,27567,30559,29490,28258
31135,"Perkins, NE",30169,24928,34892,30397,30466,25489
31137,"Phelps, NE",30391,30016,33527,32166,34327,33009
31139,"Pierce, NE",26129,24546,28199,31369,31868,35285
31141,"Platte, NE",26046,26508,27977,29134,29752,30988
31143,"Polk, NE",27277,25419,29636,30693,32766,32440
31145,"Red Willow, NE",24974,24750,26405,26645,28853,29052
31147,"Richardson, NE",26318,25052,27937,30666,30438,30570
31149,"Rock, NE",24089,24860,29191,27696,28814,27008
31151,"Saline, NE",24776,24309,26265,27625,27986,27847
31153,"Sarpy, NE",29543,30683,31292,33316,34694,36528
31155,"Saunders, NE",27757,27458,28616,31157,31609,31897
31157,"Scotts Bluff, NE",25970,26441,27404,27856,28288,29718
31159,"Seward, NE",27835,27711,29773,30717,31350,31791
31161,"Sheridan, NE",24327,24835,28841,27388,30024,29132
31163,"Sherman, NE",22325,21495,27499,26847,28520,26248
31165,"Sioux, NE",20582,21067,24199,24271,25435,23869
31167,"Stanton, NE",23750,22435,24616,26954,27785,26622
31169,"Thayer, NE",27834,26645,30491,31039,31053,30709
31171,"Thomas, NE",23933,26676,28576,28560,28778,30297
31173,"Thurston, NE",22377,22140,26008,26972,27496,26833
31175,"Valley, NE",25126,24966,28656,28352,29882,29180
31177,"Washington, NE",30874,31373,32610,34471,35414,37222
31179,"Wayne, NE",23230,22490,25302,27041,27190,25684
31181,"Webster, NE",25893,24733,28064,26986,29091,27783
31183,"Wheeler, NE",31880,32033,38742,33039,44129,35025
31185,"York, NE",26114,25975,28340,31023,31787,31141
32001,"Churchill, NV",24800,25717,27325,29277,30672,31061
32003,"Clark, NV",31782,31732,32577,34612,37684,39172
32005,"Douglas, NV",41851,41009,43216,47660,51360,54410
32007,"Elko, NV",25416,25995,27461,30120,31196,33333
32009,"Esmeralda, NV",26294,26846,28728,29833,28632,29231
32011,"Eureka, NV",23239,21728,23763,27478,27728,29213
32013,"Humboldt, NV",22410,22818,24368,26960,29449,32098
32015,"Lander, NV",30001,30374,31107,32020,34566,36936
32017,"Lincoln, NV",20261,21015,21072,21769,21554,22627
32019,"Lyon, NV",24277,24001,25010,26161,27965,27938
32021,"Mineral, NV",25283,26565,27518,27681,28165,28818
32023,"Nye, NV",23245,23857,25528,27354,28751,29633
32027,"Pershing, NV",16801,16406,17938,19038,19294,19687
32029,"Storey, NV",34961,35914,38056,39541,37597,40560
32031,"Washoe, NV",39587,38670,39678,41854,43718,45031
32033,"White Pine, NV",27718,27968,28766,31592,32204,32562
32510,"Carson City (Independent City), NV",23409,20116,21137,21018,24421,30220
33001,"Belknap, NH",34283,34415,34713,36475,37300,39571
33003,"Carroll, NH",35733,36377,35759,37198,37787,38842
33005,"Cheshire, NH",29646,30472,30659,32240,33556,36578
33007,"Coos, NH",26955,27386,28588,29862,29917,30396
33009,"Grafton, NH",35346,35806,36708,38350,39529,41524
33011,"Hillsborough, NH",38097,38047,38863,41092,41833,44438
33013,"Merrimack, NH",41282,41660,39900,41128,42425,47245
33015,"Rockingham, NH",40425,40598,41297,43779,45410,47717
33017,"Strafford, NH",30345,30546,31191,32744,33749,34836
33019,"Sullivan, NH",30377,31135,31284,33356,34336,35713
34001,"Atlantic, NJ",29156,29844,30521,31972,33365,36359
34003,"Bergen, NJ",51968,51923,51523,55065,56893,62054
34005,"Burlington, NJ",36598,37396,38596,40071,41272,43846
34007,"Camden, NJ",31722,32626,34052,34888,35956,38048
34009,"Cape May, NJ",35330,36552,36984,39170,40392,41427
34011,"Cumberland, NJ",25148,26376,27018,27468,28030,29254
34013,"Essex, NJ",39717,39093,40136,42230,43780,47231
34015,"Gloucester, NJ",30366,31503,32356,34395,35824,37837
34017,"Hudson, NJ",30717,31235,31169,32395,34476,37635
34019,"Hunterdon, NJ",58127,59190,61439,62735,62306,66819
34021,"Mercer, NJ",44762,45930,46896,47225,48101,51283
34023,"Middlesex, NJ",37984,37839,38298,39511,40336,43046
34025,"Monmouth, NJ",46169,46288,47138,49771,51856,55762
34027,"Morris, NJ",55895,55669,57079,59602,61853,66121
34029,"Ocean, NJ",33309,33923,34431,34720,35632,37419
34031,"Passaic, NJ",31652,31971,32361,33194,34584,36526
34033,"Salem, NJ",29175,30167,31401,33202,33831,35628
34035,"Somerset, NJ",55614,54759,56727,60156,62211,66072
34037,"Sussex, NJ",37914,38825,39694,40963,42027,44183
34039,"Union, NJ",42373,42377,43194,43647,44957,48300
34041,"Warren, NJ",34133,35273,35502,37064,38171,40555
35001,"Bernalillo, NM",28948,29406,30270,31363,32403,34157
35003,"Catron, NM",19166,20007,20624,21542,23247,24519
35005,"Chaves, NM",21970,21884,22163,23908,25203,26678
35006,"Cibola, NM*",16034,17397,18387,18957,19845,20912
35007,"Colfax, NM",22048,22592,23827,24531,25455,26871
35009,"Curry, NM",23508,24475,25584,27180,28272,29089
35011,"De Baca, NM",23855,23391,23420,24674,26075,33191
35013,"Doña Ana, NM",20455,21610,22577,23612,24898,25858
35015,"Eddy, NM",26221,26127,26639,27664,30045,32635
35017,"Grant, NM",19356,19544,20430,22525,24220,25926
35019,"Guadalupe, NM",15872,16366,16619,17930,18463,20346
35021,"Harding, NM",39337,33482,32388,30780,33484,33499
35023,"Hidalgo, NM",17676,18007,18854,20368,22029,24664
35025,"Lea, NM",22530,21686,22865,24161,26358,29460
35027,"Lincoln, NM",22254,23312,23300,24269,25393,26653
35028,"Los Alamos, NM",49689,53642,56932,58841,61529,59554
35029,"Luna, NM",16832,18239,19008,19581,21398,22408
35031,"McKinley, NM",16164,17263,18332,18802,19722,20394
35033,"Mora, NM",16683,18151,19104,20332,20897,22294
35035,"Otero, NM",19280,20991,21814,22815,23898,25407
35037,"Quay, NM",20961,20522,21734,23342,25433,26808
35039,"Rio Arriba, NM",19625,21652,23585,24506,25500,26246
35041,"Roosevelt, NM",21367,22064,22557,25354,25026,24765
35043,"Sandoval, NM",25722,25958,26363,28214,29867,31673
35045,"San Juan, NM",20428,20544,21313,22842,24826,27376
35047,"San Miguel, NM",19014,20339,21154,22043,22669,24093
35049,"Santa Fe, NM",33349,34032,34654,36306,38558,41910
35051,"Sierra, NM",19134,19291,19381,21273,22719,23885
35053,"Socorro, NM",17917,19281,19634,21243,22753,23708
35055,"Taos, NM",20239,21121,22174,23215,25223,26908
35057,"Torrance, NM",20065,20284,21289,21790,22529,23079
35059,"Union, NM",29104,28040,26275,28064,30336,28396
35061,"Valencia, NM*",21583,22537,23453,24675,25373,26402
36001,"Albany, NY",35648,35178,36252,37228,37903,39444
36003,"Allegany, NY",20141,20619,21226,22313,23072,23925
36005,"Bronx, NY",21548,21810,22435,23686,24082,25882
36007,"Broome, NY",26514,26991,27113,28071,28325,30006
36009,"Cattaraugus, NY",23035,23850,24915,26335,26737,27918
36011,"Cayuga, NY",24145,24860,26109,26854,26950,27693
36013,"Chautauqua, NY",22390,22516,23306,24674,25308,26404
36015,"Chemung, NY",25514,25416,26010,26992,28338,29804
36017,"Chenango, NY",22934,23098,23747,25324,25852,26504
36019,"Clinton, NY",25272,25786,26697,27783,28273,29371
36021,"Columbia, NY",30290,30082,31018,33502,34154,36536
36023,"Cortland, NY",22898,23298,24092,25192,25681,26545
36025,"Delaware, NY",22326,22712,23599,24864,25461,26273
36027,"Dutchess, NY",33803,33445,34156,35455,36756,38724
36029,"Erie, NY",28856,29391,30372,31676,32153,33888
36031,"Essex, NY",24415,24819,25595,26918,27417,28644
36033,"Franklin, NY",21206,21727,22595,23789,24361,25714
36035,"Fulton, NY",24951,25364,26617,27701,27877,28932
36037,"Genesee, NY",25680,26015,27241,28062,28974,29970
36039,"Greene, NY",26067,26144,27646,28370,28498,29275
36041,"Hamilton, NY",26243,27189,28252,29467,30930,32207
36043,"Herkimer, NY",23278,23581,24276,25651,26187,27056
36045,"Jefferson, NY",24292,25840,27734,29622,31411,34020
36047,"Kings, NY",25993,25998,26365,28078,28593,30529
36049,"Lewis, NY",21049,22281,23576,24748,26120,29036
36051,"Livingston, NY",23990,24499,25550,26263,26828,27514
36053,"Madison, NY",26646,26860,27398,28089,28819,29637
36055,"Monroe, NY",32629,32785,33070,34110,34715,36085
36057,"Montgomery, NY",26183,27319,28628,29008,29315,30487
36059,"Nassau, NY",50737,50324,50982,53149,56094,59592
36061,"New York, NY",93194,90778,88185,89033,95113,107966
36063,"Niagara, NY",25734,26282,27228,28166,29037,30720
36065,"Oneida, NY",25850,25972,26767,28042,28826,30425
36067,"Onondaga, NY",29707,30277,31405,32816,33758,35365
36069,"Ontario, NY",29659,29459,30356,32026,32851,34327
36071,"Orange, NY",29712,30172,31479,32940,34337,36261
36073,"Orleans, NY",22159,22416,23334,24393,25166,25808
36075,"Oswego, NY",22825,23642,24264,25152,25866,27031
36077,"Otsego, NY",23323,23577,24820,26252,26894,28226
36079,"Putnam, NY",41749,41376,42270,44014,45145,47822
36081,"Queens, NY",29834,29676,30215,31594,32020,33735
36083,"Rensselaer, NY",29607,29784,30623,31789,32386,34071
36085,"Richmond, NY",36248,35965,36551,37920,38742,40595
36087,"Rockland, NY",41626,41020,41066,43091,44051,46585
36089,"St. Lawrence, NY",21092,21508,22474,23380,23822,24733
36091,"Saratoga, NY",34040,34246,35546,37369,39572,41973
36093,"Schenectady, NY",36016,36938,36888,38167,38189,39586
36095,"Schoharie, NY",24938,24491,24930,25844,26000,26459
36097,"Schuyler, NY",22841,22981,23741,25274,25906,26535
36099,"Seneca, NY",23271,23349,23980,25532,25674,26566
36101,"Steuben, NY",27543,25836,25679,26796,28307,31174
36103,"Suffolk, NY",38518,38560,39193,41492,43399,46580
36105,"Sullivan, NY",25853,26499,27558,28947,29580,29846
36107,"Tioga, NY",25211,25055,25512,27353,28424,30367
36109,"Tompkins, NY",25640,26105,27179,28574,28678,30082
36111,"Ulster, NY",27448,27443,28277,30729,32036,33826
36113,"Warren, NY",28065,28863,30116,32304,32707,34254
36115,"Washington, NY",22669,22686,23546,25106,25845,26451
36117,"Wayne, NY",26032,26221,27444,28380,29039,30246
36119,"Westchester, NY",56726,55389,56659,61486,65812,72423
36121,"Wyoming, NY",21404,22396,23592,25214,26300,26677
36123,"Yates, NY",22401,22357,22695,25413,26205,27045
37001,"Alamance, NC",26891,27071,27879,28150,28910,30935
37003,"Alexander, NC",24557,23826,23957,25668,26347,27207
37005,"Alleghany, NC",24559,24602,24628,25624,26618,26148
37007,"Anson, NC",22683,21435,21654,22967,23704,25066
37009,"Ashe, NC",23512,23310,23430,24252,24750,26108
37011,"Avery, NC",22497,22282,22597,23051,24077,23919
37013,"Beaufort, NC",23817,24034,25482,26489,28014,29646
37015,"Bertie, NC",21823,21416,22076,23053,24378,25405
37017,"Bladen, NC",22734,21674,22735,24011,24626,24784
37019,"Brunswick, NC",24479,24154,25538,28787,30761,31954
37021,"Buncombe, NC",27882,28033,28282,30030,31203,33685
37023,"Burke, NC",23358,23369,23420,24427,25283,25943
37025,"Cabarrus, NC",28989,29122,29144,30312,31547,33339
37027,"Caldwell, NC",24747,24572,24544,25731,26055,26583
37029,"Camden, NC",27462,27391,28099,29042,31902,32479
37031,"Carteret, NC",27550,27920,29467,31188,32794,34792
37033,"Caswell, NC",22227,21769,21798,22440,22471,22831
37035,"Catawba, NC",28118,27991,28544,29461,31131,33172
37037,"Chatham, NC",34514,31136,32338,36356,38345,41067
37039,"Cherokee, NC",20993,20934,20818,21156,22485,23330
37041,"Chowan, NC",25199,24375,25330,27001,28976,29330
37043,"Clay, NC",22279,22470,22626,23649,25121,25754
37045,"Cleveland, NC",23686,23751,24242,25724,26811,27887
37047,"Columbus, NC",22080,21700,22375,23536,25331,25879
37049,"Craven, NC",26768,27328,29165,31172,32894,33920
37051,"Cumberland, NC",25352,27098,28647,29414,31290,31862
37053,"Currituck, NC",27297,27815,29472,31290,32133,32593
37055,"Dare, NC",31687,32784,36177,37617,37860,38276
37057,"Davidson, NC",26364,26134,26564,27975,28345,29240
37059,"Davie, NC",29061,29136,30090,32285,33609,35954
37061,"Duplin, NC",22810,21289,21649,22833,23840,23961
37063,"Durham, NC",30733,30726,31513,33306,34840,36795
37065,"Edgecombe, NC",22991,22568,23196,24575,25059,25821
37067,"Forsyth, NC",31855,32231,33275,35204,36186,38083
37069,"Franklin, NC",25248,24285,24451,25240,25744,26936
37071,"Gaston, NC",26603,27034,27719,28818,29861,30934
37073,"Gates, NC",22395,22405,23661,25643,27006,27909
37075,"Graham, NC",21670,21518,21739,21274,22123,23384
37077,"Granville, NC",23324,22697,22899,24429,25317,27038
37079,"Greene, NC",21419,19929,20260,21506,21649,21787
37081,"Guilford, NC",31103,31027,31320,33002,34232,36287
37083,"Halifax, NC",20985,20920,21843,23710,25046,26335
37085,"Harnett, NC",22623,22538,23133,24555,25913,27034
37087,"Haywood, NC",24213,24516,25124,26100,26996,28571
37089,"Henderson, NC",28269,27802,27941,30034,31527,32976
37091,"Hertford, NC",21404,21325,21515,22498,23559,23986
37093,"Hoke, NC",17816,18027,18632,19949,21227,22192
37095,"Hyde, NC",21605,20670,22577,23754,25152,23713
37097,"Iredell, NC",29353,29640,31350,32853,34852,36235
37099,"Jackson, NC",22729,22936,23198,24205,25777,27087
37101,"Johnston, NC",26379,25705,26377,27950,29096,30803
37103,"Jones, NC",23567,21620,22475,24636,27938,28222
37105,"Lee, NC",26542,27593,27762,29605,30566,31260
37107,"Lenoir, NC",24791,24895,25565,26514,27435,28156
37109,"Lincoln, NC",24004,24221,24136,26928,28459,30116
37111,"McDowell, NC",21271,21276,21772,22904,23340,24056
37113,"Macon, NC",24501,25016,25578,26633,28109,29972
37115,"Madison, NC",21848,21566,22349,23352,24150,24748
37117,"Martin, NC",22240,23331,24137,24956,26154,26907
37119,"Mecklenburg, NC",33073,33285,35445,40153,43915,49473
37121,"Mitchell, NC",20818,20634,21213,22325,23696,24957
37123,"Montgomery, NC",22357,22478,22669,24913,26062,26592
37125,"Moore, NC",31688,31225,32100,34253,36548,37614
37127,"Nash, NC",27132,27009,27546,28611,29688,31002
37129,"New Hanover, NC",29610,29636,30664,32393,34174,36185
37131,"Northampton, NC",22443,21259,22861,24294,25898,25827
37133,"Onslow, NC",24908,25332,28419,30043,33200,34130
37135,"Orange, NC",33232,33692,34015,40923,43367,46131
37137,"Pamlico, NC",24732,24516,25432,27317,28749,30224
37139,"Pasquotank, NC",23363,24169,25876,27458,29037,30535
37141,"Pender, NC",22650,22156,22630,24975,26557,27701
37143,"Perquimans, NC",23589,22915,24466,26861,29768,31100
37145,"Person, NC",23747,23897,24803,26193,27031,28361
37147,"Pitt, NC",25275,25601,26145,27227,28683,30244
37149,"Polk, NC",31303,30886,30659,33558,34060,35331
37151,"Randolph, NC",24737,24749,25239,26411,27132,27985
37153,"Richmond, NC",21616,21325,21327,22697,23837,24568
37155,"Robeson, NC",19131,19295,19976,20854,21763,22474
37157,"Rockingham, NC",23192,23291,23917,25541,26719,28029
37159,"Rowan, NC",25330,25917,26370,27867,28997,29827
37161,"Rutherford, NC",22485,22619,22918,23383,23717,24829
37163,"Sampson, NC",22746,22032,23165,26002,27722,27847
37165,"Scotland, NC",22353,22532,23019,24158,25515,26324
37167,"Stanly, NC",23707,23775,24074,25604,27306,28572
37169,"Stokes, NC",23784,23915,24482,26275,26476,27458
37171,"Surry, NC",23823,23970,24248,25544,26317,27799
37173,"Swain, NC",19950,20473,21077,22397,23357,24632
37175,"Transylvania, NC",26302,25714,24788,26801,28039,29901
37177,"Tyrrell, NC",20961,20008,19477,21790,22606,23058
37179,"Union, NC",28726,27919,28601,30432,32707,35133
37181,"Vance, NC",22950,23137,23876,25038,25542,27268
37183,"Wake, NC",38024,37841,38300,39659,41420,44363
37185,"Warren, NC",18609,17941,18616,20438,20526,21682
37187,"Washington, NC",22778,22780,24072,26141,26549,27553
37189,"Watauga, NC",23228,23359,24232,25892,27256,28708
37191,"Wayne, NC",24122,24866,25300,26520,27593,28854
37193,"Wilkes, NC",24125,23165,23657,25791,27351,28334
37195,"Wilson, NC",25541,25501,25993,28027,29684,31216
37197,"Yadkin, NC",23511,23547,24168,25768,26804,27687
37199,"Yancey, NC",20901,21060,21490,22499,23564,25058
38001,"Adams, ND",25383,22336,30099,29256,32531,32854
38003,"Barnes, ND",24144,25320,27540,28059,29629,29486
38005,"Benson, ND",17590,19135,24599,20527,22615,22196
38007,"Billings, ND",21002,17088,25083,29319,38510,38927
38009,"Bottineau, ND",25183,25804,31887,26299,29122,30077
38011,"Bowman, ND",28691,25909,31837,31576,36865,38331
38013,"Burke, ND",22416,22564,31076,26740,32713,30885
38015,"Burleigh, ND",29432,30049,31625,33129,34537,36147
38017,"Cass, ND",29931,31103,32036,33566,35284,37486
38019,"Cavalier, ND",27107,27949,39707,29708,28613,29063
38021,"Dickey, ND",24469,24852,27058,29237,31492,33587
38023,"Divide, ND",27888,26390,34641,31139,33480,32821
38025,"Dunn, ND",20989,18575,24111,23235,29100,28118
38027,"Eddy, ND",22395,24632,27516,24451,27784,26218
38029,"Emmons, ND",22030,18619,25282,23161,29530,23129
38031,"Foster, ND",25487,26020,31760,28898,29579,28975
38033,"Golden Valley, ND",18589,18119,22610,19315,25383,34529
38035,"Grand Forks, ND",25563,27351,28956,29080,30608,32133
38037,"Grant, ND",25235,21374,26796,24663,29113,28067
38039,"Griggs, ND",25888,25791,31018,27928,27882,26898
38041,"Hettinger, ND",31751,23786,34361,29637,30898,31603
38043,"Kidder, ND",24003,21917,27683,29099,33202,28623
38045,"LaMoure, ND",26070,25078,27847,31501,34686,32193
38047,"Logan, ND",25329,21420,29588,28169,33063,26529
38049,"McHenry, ND",21981,21331,26093,25262,27816,26599
38051,"McIntosh, ND",26084,24869,29657,29595,31523,26437
38053,"McKenzie, ND",24273,23513,26669,28185,29708,33116
38055,"McLean, ND",25378,24404,29492,31164,30837,31351
38057,"Mercer, ND",29149,28209,30150,31416,32207,35332
38059,"Morton, ND",24679,24494,26590,28110,29683,31214
38061,"Mountrail, ND",22534,22118,26073,26698,25599,24938
38063,"Nelson, ND",26220,29356,34472,29287,30195,29726
38065,"Oliver, ND",24894,22413,26155,29529,32155,33036
38067,"Pembina, ND",31045,31212,34901,31794,32814,37726
38069,"Pierce, ND",22403,21864,26482,24723,25639,25283
38071,"Ramsey, ND",25308,26031,28401,26798,29782,30719
38073,"Ransom, ND",26064,25375,28034,30850,31827,33232
38075,"Renville, ND",24454,24530,35516,24527,31608,29522
38077,"Richland, ND",23837,25986,27271,27946,29050,31270
38079,"Rolette, ND",20050,20602,22981,22714,23344,23331
38081,"Sargent, ND",31434,31050,33372,40272,40576,37797
38083,"Sheridan, ND",20057,18843,27880,27342,26399,20863
38085,"Sioux, ND",15621,15518,18040,17876,19622,17656
38087,"Slope, ND",28734,13592,33411,26811,31407,28183
38089,"Stark, ND",24224,24232,26041,27169,29749,32512
38091,"Steele, ND",25960,27679,32112,23329,22469,25371
38093,"Stutsman, ND",26065,26189,27504,27961,29844,30285
38095,"Towner, ND",24950,28081,39699,28502,32165,29779
38097,"Traill, ND",24743,26371,29241,27392,28521,30942
38099,"Walsh, ND",25866,26313,27555,26743,28943,30508
