"CAINC1 County personal income summary: personal income, population, per capita personal income"
"CAINC1 County personal income summary: personal income, population, per capita personal income"
County
GeoFIPS,GeoName,2001,2002,2003,2004,2005,2006
18125,"Pike, IN",22979,22655,23007,25060,25441,26573
18127,"Porter, IN",31785,31639,32426,34815,35770,37736
18129,"Posey, IN",31918,31246,31090,31604,32115,33973
18131,"Pulaski, IN",23745,23559,23988,27062,27058,28389
18133,"Putnam, IN",22771,22692,22962,24736,24923,25957
18135,"Randolph, IN",24227,24145,25209,26126,25709,25911
18137,"Ripley, IN",26516,27660,27838,29307,30225,31461
18139,"Rush, IN",26646,25813,26971,29135,29414,29831
18141,"St. Joseph, IN",28351,29241,29657,31297,32325,34303
18143,"Scott, IN",22466,22836,23112,24719,25145,25585
18145,"Shelby, IN",28039,27884,29036,30736,30669,31428
18147,"Spencer, IN",24873,25380,26775,28267,28796,30418
18149,"Starke, IN",20460,20447,20901,22259,22535,23941
18151,"Steuben, IN",25130,25428,25612,27158,27926,29265
18153,"Sullivan, IN",21371,21068,22416,23547,23695,24549
18155,"Switzerland, IN",23174,22066,22536,23247,22843,23486
18157,"Tippecanoe, IN",25034,25286,25191,26322,27106,27985
18159,"Tipton, IN",29078,29088,29594,31397,30927,31342
18161,"Union, IN",23552,22736,24784,27482,27282,27346
18163,"Vanderburgh, IN",29652,30392,31038,31756,32828,34588
18165,"Vermillion, IN",24367,24737,25615,26466,27027,28095
18167,"Vigo, IN",24756,25576,26442,27224,27391,28351
18169,"Wabash, IN",25186,25150,25810,27267,27748,28898
18171,"Warren, IN",24931,24852,25766,28964,28883,28632
18173,"Warrick, IN",30903,31548,31986,33509,34867,37617
18175,"Washington, IN",23043,22478,23397,24573,24999,25887
18177,"Wayne, IN",25189,25766,26304,27121,27563,28542
18179,"Wells, IN",26240,26142,26904,28303,28277,29350
18181,"White, IN",24519,24329,24755,26646,27527,29082
18183,"Whitley, IN",27263,27207,27968,29286,30075,31725
19001,"Adair, IA",25998,27089,26722,30837,28709,29810
19003,"Adams, IA",25805,27119,25860,31172,29197,27621
19005,"Allamakee, IA",23651,24362,24765,26752,27701,28769
19007,"Appanoose, IA",21191,22202,22596,24398,24277,25700
19009,"Audubon, IA",25365,26583,26712,32997,32348,33455
19011,"Benton, IA",27333,27494,27385,29690,29982,31648
19013,"Black Hawk, IA",25563,26869,27488,29134,29867,31438
19015,"Boone, IA",28614,30125,31103,32940,32957,35629
19017,"Bremer, IA",26924,27610,27403,30705,31563,32752
19019,"Buchanan, IA",24977,25261,25556,27963,29180,30419
19021,"Buena Vista, IA",25679,26053,25778,28723,28486,29467
19023,"Butler, IA",25400,25904,25663,30270,30652,31555
19025,"Calhoun, IA",24445,25409,26434,30818,31568,32521
19027,"Carroll, IA",27931,28178,28470,32419,32220,34333
19029,"Cass, IA",25276,26230,26193,29458,29508,30397
19031,"Cedar, IA",29095,29563,29846,31628,31577,33723
19033,"Cerro Gordo, IA",27638,28411,30521,33575,35209,35891
19035,"Cherokee, IA",27351,28238,28968,32079,34437,45756
19037,"Chickasaw, IA",23757,24287,24607,27613,28950,30305
19039,"Clarke, IA",21252,21803,22772,24424,26053,27176
19041,"Clay, IA",27496,27465,28781,31060,31310,32530
19043,"Clayton, IA",24812,25224,25837,27967,28200,28979
19045,"Clinton, IA",25636,26567,26721,28266,28799,30397
19047,"Crawford, IA",23567,24003,24470,28038,29182,30908
19049,"Dallas, IA",30880,30938,31452,35054,36764,39339
19051,"Davis, IA",18764,19278,19797,22410,23128,24311
19053,"Decatur, IA",17986,18845,19040,21449,21900,22421
19055,"Delaware, IA",24496,24390,24594,25912,26740,27919
19057,"Des Moines, IA",27677,28131,27688,28796,29460,32819
19059,"Dickinson, IA",32058,33344,34833,36300,36499,39066
19061,"Dubuque, IA",26929,27558,28137,28980,29910,32443
19063,"Emmet, IA",24846,26172,26823,28672,27978,28893
19065,"Fayette, IA",22320,22499,22389,25110,25832,26251
19067,"Floyd, IA",24127,24857,25057,28009,28798,29227
19069,"Franklin, IA",26773,26078,25950,30747,30516,31442
19071,"Fremont, IA",27717,27240,28786,33597,32364,32971
19073,"Greene, IA",24796,26191,27059,31106,30894,31461
19075,"Grundy, IA",28238,28592,29051,33223,33572,34670
19077,"Guthrie, IA",26062,26895,27674,33204,34182,37538
19079,"Hamilton, IA",27386,26988,27673,31559,32347,38848
19081,"Hancock, IA",26923,28171,28427,32662,32071,33005
19083,"Hardin, IA",27411,26811,26430,31594,32448,34038
19085,"Harrison, IA",26380,27629,28180,30549,30174,31115
19087,"Henry, IA",24882,25572,25557,27918,28153,29581
19089,"Howard, IA",23978,25687,25646,28582,30035,29974
19091,"Humboldt, IA",26508,27524,27601,30965,30926,30926
19093,"Ida, IA",27518,27715,29040,33737,33853,35144
19095,"Iowa, IA",30395,31783,32037,34114,33446,35117
19097,"Jackson, IA",23372,24117,24477,26843,27250,28697
19099,"Jasper, IA",28347,29025,28783,29899,29651,31057
19101,"Jefferson, IA",26540,26402,26102,28261,29123,31453
19103,"Johnson, IA",31428,32282,32895,34128,34639,36484
19105,"Jones, IA",23533,23650,23859,25733,26270,28189
19107,"Keokuk, IA",23980,24779,25333,28457,27642,28728
19109,"Kossuth, IA",25064,26182,26911,30825,31946,33062
19111,"Lee, IA",24632,25409,25845,27047,27136,28203
19113,"Linn, IA",32082,32421,32992,34238,35285,36925
19115,"Louisa, IA",24979,25508,25371,27013,27440,27824
19117,"Lucas, IA",22478,22699,23661,25408,25921,27251
19119,"Lyon, IA",25492,24144,25509,29636,30560,31840
19121,"Madison, IA",26753,27650,28165,30632,32113,33630
19123,"Mahaska, IA",24950,24852,25843,28305,28426,29990
19125,"Marion, IA",26221,26456,26819,28876,30370,31398
19127,"Marshall, IA",27276,27918,28126,29061,29561,30899
19129,"Mills, IA",32197,34395,34185,37237,37662,38906
19131,"Mitchell, IA",25527,25686,24987,28005,28654,30134
19133,"Monona, IA",25621,25940,26508,28982,27910,27068
19135,"Monroe, IA",24224,24808,25440,27362,27408,28152
19137,"Montgomery, IA",26814,27048,26648,29895,29356,30631
19139,"Muscatine, IA",27881,28941,29428,32142,32493,34694
19141,"O'Brien, IA",26580,26433,27903,31413,32427,33182
19143,"Osceola, IA",25669,24676,25952,31622,32694,45119
19145,"Page, IA",23505,23632,24814,28190,28477,29288
19147,"Palo Alto, IA",24894,24287,26034,29993,31230,40381
19149,"Plymouth, IA",28016,28255,28549,32863,33672,34418
19151,"Pocahontas, IA",24875,26021,26281,30840,30769,31604
19153,"Polk, IA",34660,35346,36153,38254,39273,41215
19155,"Pottawattamie, IA",27481,28284,28696,29670,30417,32022
19157,"Poweshiek, IA",27993,28454,28460,30662,31135,32868
19159,"Ringgold, IA",20491,20929,20931,25380,24922,25664
19161,"Sac, IA",26558,26863,26266,31882,31310,30913
19163,"Scott, IA",30316,31054,31674,34195,35877,38204
19165,"Shelby, IA",26938,27843,26944,30011,30213,31043
19167,"Sioux, IA",25870,26412,27848,29232,30657,31673
19169,"Story, IA",27141,27529,28569,29833,30741,32398
19171,"Tama, IA",23791,24692,24436,28772,28514,29909
19173,"Taylor, IA",21168,21858,22342,26917,27497,27984
19175,"Union, IA",23126,23569,23402,25876,26350,27793
19177,"Van Buren, IA",20881,21819,23294,25132,24619,25462
19179,"Wapello, IA",23255,24118,24536,26170,26597,28026
19181,"Warren, IA",27588,28418,28764,31491,32435,34204
19183,"Washington, IA",28600,28965,29380,31585,31880,33933
19185,"Wayne, IA",21235,22638,22546,25278,25079,24878
19187,"Webster, IA",25880,27221,27303,28626,29095,31707
19189,"Winnebago, IA",22939,23818,24091,27046,26680,28486
19191,"Winneshiek, IA",25582,26312,27322,30257,30260,31727
19193,"Woodbury, IA",27061,27708,28261,30910,33532,34798
19195,"Worth, IA",22619,23121,23449,27723,27881,41173
19197,"Wright, IA",30346,30650,31785,35469,34749,34853
20001,"Allen, KS",24601,24312,26217,26853,26306,27163
20003,"Anderson, KS",22885,22696,23222,24069,24951,27128
20005,"Atchison, KS",22119,22377,22922,24184,25364,26953
20007,"Barber, KS",24223,24835,29931,28215,30273,32774
20009,"Barton, KS",25310,25971,27122,28016,29993,33490
20011,"Bourbon, KS",24607,26086,26948,29537,30190,32596
20013,"Brown, KS",25979,24465,26926,28689,29900,29907
20015,"Butler, KS",28172,28378,29069,29754,31143,33744
20017,"Chase, KS",25752,23107,25649,30933,35278,36984
20019,"Chautauqua, KS",22658,24616,25530,26117,27462,30662
20021,"Cherokee, KS",20775,20884,22323,22421,23315,24433
20023,"Cheyenne, KS",24702,20828,24440,17278,22957,22601
20025,"Clark, KS",26180,25568,28291,25637,30014,30480
20027,"Clay, KS",24832,24902,28300,29855,31001,33434
20029,"Cloud, KS",23201,22400,24276,25178,25372,26213
20031,"Coffey, KS",27377,27624,29140,29812,32143,33245
20033,"Comanche, KS",25994,25250,33347,28623,31864,31742
20035,"Cowley, KS",24756,24509,25048,25706,26363,28599
20037,"Crawford, KS",23395,23858,24362,24548,25580,27193
20039,"Decatur, KS",28592,24349,26415,22946,30157,28064
20041,"Dickinson, KS",25939,26153,29371,29922,30978,33920
20043,"Doniphan, KS",20847,19751,20869,23819,25734,26013
20045,"Douglas, KS",26598,27017,27566,27822,28943,30595
20047,"Edwards, KS",29427,27985,34933,32427,35811,32115
20049,"Elk, KS",22192,21810,23940,25407,27338,28996
20051,"Ellis, KS",26335,26460,27337,28280,29685,32075
20053,"Ellsworth, KS",23600,23823,25810,26415,27001,27994
20055,"Finney, KS",20904,20903,22631,23474,25077,26757
20057,"Ford, KS",22892,23296,24071,24552,25680,26695
20059,"Franklin, KS",25049,25145,25752,26568,27627,29380
20061,"Geary, KS",26623,28329,30149,32279,33983,37921
20063,"Gove, KS",36659,34366,32427,23478,33197,44076
20065,"Graham, KS",28318,24342,28178,24197,30250,28274
20067,"Grant, KS",24873,23045,25327,24632,30149,29200
20069,"Gray, KS",28785,25495,26923,26713,32650,28974
20071,"Greeley, KS",33829,22556,44723,27635,37485,26923
20073,"Greenwood, KS",22447,22688,24672,25685,27235,30563
20075,"Hamilton, KS",32634,23569,29563,27866,33845,25172
20077,"Harper, KS",24240,25895,30865,29617,33609,37049
20079,"Harvey, KS",26002,26341,26847,27585,28787,30885
20081,"Haskell, KS",31572,29538,33183,32162,41688,33642
20083,"Hodgeman, KS",24348,22852,24965,24109,29711,26624
20085,"Jackson, KS",26386,26145,26902,28652,27728,28271
20087,"Jefferson, KS",25516,25525,26115,26976,28159,28989
20089,"Jewell, KS",25158,22898,29542,27741,27666,29250
20091,"Johnson, KS",41698,42094,41921,41859,44459,51330
20093,"Kearny, KS",23440,21419,27305,26444,30398,27713
20095,"Kingman, KS",23886,24622,27503,27877,29695,33329
20097,"Kiowa, KS",26278,25929,30774,30366,29820,30278
20099,"Labette, KS",23497,24241,24747,26434,27572,29533
20101,"Lane, KS",26753,25341,27703,25974,31223,31174
20103,"Leavenworth, KS",25697,26753,28077,28919,30095,31724
20105,"Lincoln, KS",22362,21339,24197,23358,24452,25587
20107,"Linn, KS",22999,22698,23609,24612,24867,25388
20109,"Logan, KS",26855,24534,29362,26755,32284,29942
20111,"Lyon, KS",22537,22659,23447,24034,24478,25271
20113,"McPherson, KS",27459,28317,29389,31159,32850,36323
20115,"Marion, KS",21801,21891,24260,25957,27172,27278
20117,"Marshall, KS",25795,23320,26970,32091,32651,33249
20119,"Meade, KS",23386,22956,26568,26651,30817,27552
20121,"Miami, KS",27491,27228,27400,30195,31155,32939
20123,"Mitchell, KS",25822,24980,28509,27992,29916,31671
20125,"Montgomery, KS",22406,22738,23573,24898,25946,28512
20127,"Morris, KS",24478,24538,26327,26660,27280,29425
20129,"Morton, KS",25279,21740,26080,29767,36318,31533
20131,"Nemaha, KS",25041,23781,25233,29201,29349,28142
20133,"Neosho, KS",22945,22953,24271,24789,25592,27517
20135,"Ness, KS",28210,27341,33023,29835,32236,31857
20137,"Norton, KS",24346,21870,24181,24054,26514,26031
20139,"Osage, KS",24218,24173,25394,25686,26089,27302
20141,"Osborne, KS",23944,22773,26735,25000,26441,27882
20143,"Ottawa, KS",24480,24514,26866,26605,26848,29148
20145,"Pawnee, KS",25054,23751,25139,25707,27366,27460
20147,"Phillips, KS",27012,24522,28736,26531,29974,31400
20149,"Pottawatomie, KS",25103,24965,26333,28148,29276,32613
20151,"Pratt, KS",25544,25378,29101,29666,29933,32256
20153,"Rawlins, KS",29559,24729,28318,21402,27676,23977
20155,"Reno, KS",24769,25250,26239,26862,27841,29658
20157,"Republic, KS",24747,24651,25714,24092,24908,26055
20159,"Rice, KS",21264,20460,21955,22897,24170,25693
20161,"Riley, KS",24476,25328,26834,27363,27905,30061
20163,"Rooks, KS",24442,22911,25424,24082,26325,28238
20165,"Rush, KS",26598,26237,29142,26849,30057,31214
20167,"Russell, KS",23641,23598,25780,26517,29844,33668
20169,"Saline, KS",27796,28285,29177,30550,31895,34891
20171,"Scott, KS",31944,27115,30493,28151,33870,30669
20173,"Sedgwick, KS",31600,31368,31231,32582,33670,37796
20175,"Seward, KS",21888,21810,22416,23380,24996,26072
20177,"Shawnee, KS",29807,30541,30791,31449,32191,33734
20179,"Sheridan, KS",28318,25521,28994,26915,34558,27942
20181,"Sherman, KS",24486,22669,24892,22801,27302,27287
20183,"Smith, KS",26293,23641,27148,25227,28085,30178
20185,"Stafford, KS",24117,24729,28124,29496,33512,37135
20187,"Stanton, KS",26564,24260,28229,28110,36710,31337
20189,"Stevens, KS",25167,23458,26667,28420,31514,28752
20191,"Sumner, KS",24243,24302,25566,27786,28837,32058
20193,"Thomas, KS",26171,23906,26540,23971,28873,27103
20195,"Trego, KS",22785,23041,24545,22471,25500,26083
20197,"Wabaunsee, KS",30977,30239,31166,32535,33270,34896
20199,"Wallace, KS",25922,20636,30649,24287,29468,25012
20201,"Washington, KS",22887,21606,23267,26274,27019,25646
20203,"Wichita, KS",31344,28471,29943,25810,38082,33516
20205,"Wilson, KS",21811,22315,23612,25954,27142,28724
20207,"Woodson, KS",20204,19764,21497,22692,23640,24323
20209,"Wyandotte, KS",20773,21255,21737,22497,23735,25392
21001,"Adair, KY",18093,17928,17920,19005,19859,20550
21003,"Allen, KY",20494,19954,19937,21345,22214,23135
21005,"Anderson, KY",25477,26112,26422,27576,28954,29768
21007,"Ballard, KY",25407,24319,25069,26445,27870,27546
21009,"Barren, KY",23514,24135,23990,25634,25770,26248
21011,"Bath, KY",19573,20329,20606,21657,22010,22713
21013,"Bell, KY",18358,18490,19101,19962,20607,21680
21015,"Boone, KY",31697,32314,33401,33740,34758,35266
21017,"Bourbon, KY",27895,27918,27567,30592,31096,32062
21019,"Boyd, KY",25697,26838,27443,26658,27001,28822
21021,"Boyle, KY",25342,25880,25917,27144,27437,28348
21023,"Bracken, KY",22710,22708,23828,24929,26080,27736
21025,"Breathitt, KY",18112,18943,19210,19792,20605,21987
21027,"Breckinridge, KY",20629,20828,21029,21894,22532,23094
21029,"Bullitt, KY",24590,24850,25669,26895,28089,29363
21031,"Butler, KY",19434,19398,19541,20886,22866,22944
21033,"Caldwell, KY",22004,22233,22857,24577,26305,26937
21035,"Calloway, KY",23851,23412,24095,25223,26357,27079
21037,"Campbell, KY",27636,28412,29284,30724,31887,33607
21039,"Carlisle, KY",23209,21921,23784,26024,27877,26950
21041,"Carroll, KY",28187,29819,31720,57737,58520,66369
21043,"Carter, KY",18027,18770,19435,19922,20902,21815
21045,"Casey, KY",18087,18290,18420,19411,20282,20309
21047,"Christian, KY",22451,24496,26812,27832,30004,32758
21049,"Clark, KY",26975,27538,28040,28787,29283,30624
21051,"Clay, KY",14994,15376,15897,17000,17570,18412
21053,"Clinton, KY",18788,18807,18944,19881,20008,19962
21055,"Crittenden, KY",20323,20284,20649,21882,24757,25284
21057,"Cumberland, KY",17960,17180,17302,17930,19219,19980
21059,"Daviess, KY",25443,26217,26867,28059,29352,30906
21061,"Edmonson, KY",16662,17177,17647,19116,21221,23417
21063,"Elliott, KY",14392,15141,15370,16082,16454,16491
21065,"Estill, KY",18123,18827,19759,20007,21176,22162
21067,"Fayette, KY",31794,32252,32972,34467,35652,37689
21069,"Fleming, KY",19709,19907,19905,21282,22225,22838
21071,"Floyd, KY",20928,21812,21916,21300,22806,24564
21073,"Franklin, KY",29410,30233,30989,31244,31842,32569
21075,"Fulton, KY",21065,21507,23291,24125,25785,25634
21077,"Gallatin, KY",21549,22236,22056,23379,22520,21793
21079,"Garrard, KY",20946,20917,21122,22120,22608,23417
21081,"Grant, KY",22103,22616,22843,24040,24999,25995
21083,"Graves, KY",22776,22233,22760,24335,25387,25609
21085,"Grayson, KY",19101,19781,20079,21505,22177,22721
21087,"Green, KY",18622,19440,19612,20210,21825,23438
21089,"Greenup, KY",22558,23204,23842,25332,26349,27532
21091,"Hancock, KY",21070,21749,22831,25227,24846,30077
21093,"Hardin, KY",26713,27760,29320,30487,30759,31925
21095,"Harlan, KY",17592,17799,18386,19865,20692,21725
21097,"Harrison, KY",22683,23228,23513,24756,25620,26288
21099,"Hart, KY",18040,18306,18682,20437,20847,21884
21101,"Henderson, KY",25664,26181,27046,28107,29256,30169
21103,"Henry, KY",24220,24460,25304,26580,27022,27743
21105,"Hickman, KY",21856,19269,20678,25791,29422,26042
21107,"Hopkins, KY",22645,22635,23100,24492,26178,27251
21109,"Jackson, KY",15596,16471,17077,18332,18462,18686
21111,"Jefferson, KY",32687,33193,33642,35008,35845,37752
21113,"Jessamine, KY",27126,26799,27131,28133,29240,30538
21115,"Johnson, KY",20335,21268,21589,22941,24214,25297
21117,"Kenton, KY",32372,33409,34136,36209,38326,40864
21119,"Knott, KY",18709,19266,20039,21050,22083,23003
21121,"Knox, KY",16934,17509,17873,18972,19785,20896
21123,"Larue, KY",23106,22818,23567,24667,25894,26515
21125,"Laurel, KY",21033,20966,21374,22349,23655,24500
21127,"Lawrence, KY",17221,17672,18216,19184,20051,21131
21129,"Lee, KY",16856,17149,17436,18428,19088,18812
21131,"Leslie, KY",17456,17821,18274,19804,21181,22951
21133,"Letcher, KY",19727,19994,20012,21845,23359,24746
21135,"Lewis, KY",15976,17218,18132,19091,19698,20436
21137,"Lincoln, KY",19003,19169,19205,20318,21086,21952
21139,"Livingston, KY",22222,22677,23539,24673,26286,27290
21141,"Logan, KY",21625,21466,22418,24200,26110,26926
21143,"Lyon, KY",19674,19913,19926,20945,22023,22809
21145,"McCracken, KY",28900,29566,30336,31146,32701,34170
21147,"McCreary, KY",15189,15310,15578,16456,16507,16671
21149,"McLean, KY",23916,21946,22955,26397,28589,28522
21151,"Madison, KY",21053,21785,22472,23298,24309,25429
21153,"Magoffin, KY",17307,17309,17446,17521,18698,19611
21155,"Marion, KY",20648,21293,22165,22387,23486,24559
21157,"Marshall, KY",24403,24279,24595,26625,27815,28664
21159,"Martin, KY",18382,18628,18609,19012,19319,20492
21161,"Mason, KY",23020,23716,24461,26689,27453,28520
21163,"Meade, KY",21038,20251,20706,21231,22894,24624
21165,"Menifee, KY",15359,16190,17083,18372,19345,19928
21167,"Mercer, KY",23627,23935,23976,25586,26418,27404
21169,"Metcalfe, KY",16511,17353,17422,19104,20048,21436
21171,"Monroe, KY",17998,18755,19421,20932,21155,21879
21173,"Montgomery, KY",21215,21952,22445,23935,25173,26265
21175,"Morgan, KY",15627,15895,16188,16709,17323,17719
21177,"Muhlenberg, KY",20189,20380,21009,22245,22722,24110
21179,"Nelson, KY",25578,26015,26433,27734,28545,29321
21181,"Nicholas, KY",21440,21464,22324,23836,24077,24999
21183,"Ohio, KY",19789,19777,20598,21986,23567,24162
21185,"Oldham, KY",33300,33293,33803,38283,40540,42955
21187,"Owen, KY",19757,20417,21102,22700,23436,24784
21189,"Owsley, KY",17475,17569,17752,18487,18789,19163
21191,"Pendleton, KY",21586,21854,22098,22768,23373,24101
21193,"Perry, KY",21475,22365,22877,24373,25470,26765
21195,"Pike, KY",20963,21449,21627,22590,24366,26381
21197,"Powell, KY",17767,18691,19287,20031,20644,21404
21199,"Pulaski, KY",22183,22745,23383,24249,24942,26269
21201,"Robertson, KY",19207,18786,19106,20378,21437,21117
21203,"Rockcastle, KY",17056,17735,18280,19569,20304,20976
21205,"Rowan, KY",18579,20035,20678,21874,22262,22372
21207,"Russell, KY",18117,18441,19236,20741,21297,22331
21209,"Scott, KY",28693,27410,27507,29619,31352,32823
21211,"Shelby, KY",28992,28879,29255,31043,30969,31649
21213,"Simpson, KY",22411,22029,23446,25337,26965,27082
21215,"Spencer, KY",22869,22559,22952,25797,27513,28886
21217,"Taylor, KY",20608,21116,21689,23009,24004,25034
21219,"Todd, KY",20951,20363,21882,24651,27886,28435
21221,"Trigg, KY",24121,24818,26608,28094,29987,31528
21223,"Trimble, KY",18331,18667,19573,21320,22849,24788
21225,"Union, KY",22661,22652,23368,25747,29190,29434
21227,"Warren, KY",25363,26148,26835,28148,28913,29334
21229,"Washington, KY",21151,21897,22886,25127,26345,28060
21231,"Wayne, KY",17079,17601,17766,19405,20043,20107
21233,"Webster, KY",22302,22419,23186,24953,27422,27470
21235,"Whitley, KY",19950,20290,20550,21501,21961,23032
21237,"Wolfe, KY",16256,16720,16951,17863,17816,18540
21239,"Woodford, KY",35700,37906,36593,38933,39689,41888
22001,"Acadia, LA",21125,21675,22489,22908,24627,26292
22003,"Allen, LA",17216,18035,18876,19960,21559,22268
22005,"Ascension, LA",24631,25313,25840,27601,31113,33593
22007,"Assumption, LA",21868,22454,22941,24178,24820,27174
22009,"Avoyelles, LA",19472,19909,20631,21909,23441,24293
22011,"Beauregard, LA",21057,22089,23626,24991,26619,28347
22013,"Bienville, LA",19599,20106,20988,22147,23589,23880
22015,"Bossier, LA",24770,25687,27071,28436,30452,32091
22017,"Caddo, LA",29355,30061,30641,30918,33895,35785
22019,"Calcasieu, LA",24674,25200,25255,26415,28781,31326
22021,"Caldwell, LA",19421,20294,21069,21827,23413,25186
22023,"Cameron, LA",18976,18191,19224,20641,22244,28128
22025,"Catahoula, LA",18896,17803,20542,20807,23519,23803
22027,"Claiborne, LA",20356,21042,21696,23363,24608,24732
22029,"Concordia, LA",18956,20095,21152,23762,27053,25383
22031,"De Soto, LA",19433,19922,21221,23024,24990,26570
22033,"East Baton Rouge, LA",29045,29860,30963,33096,35354,36262
22035,"East Carroll, LA",16674,16595,20015,20111,19843,21468
22037,"East Feliciana, LA",21382,22763,23457,25588,28342,29173
22039,"Evangeline, LA",18847,19436,20468,22183,22971,24651
22041,"Franklin, LA",18518,18656,19969,20912,22325,23669
22043,"Grant, LA",20162,20880,21377,22364,22266,23019
22045,"Iberia, LA",22314,23203,24241,25480,27850,31047
22047,"Iberville, LA",19887,20603,21317,22694,25367,26204
22049,"Jackson, LA",23187,23829,23892,24377,24821,25054
22051,"Jefferson, LA",33681,34514,32986,31957,33600,38555
22053,"Jefferson Davis, LA",20252,20552,22104,23504,26349,27717
22055,"Lafayette, LA",30417,30303,31126,31702,35837,40023
22057,"Lafourche, LA",24908,25625,26261,26573,29761,34976
22059,"LaSalle, LA",18698,19158,18784,20168,21625,23420
22061,"Lincoln, LA",22780,23506,23015,24786,27523,30473
22063,"Livingston, LA",22057,22580,23293,24527,27076,29230
22065,"Madison, LA",17425,17719,20051,20540,21819,22659
22067,"Morehouse, LA",20264,20685,22420,22827,24304,24848
22069,"Natchitoches, LA",19990,20422,21329,23707,26713,28386
22071,"Orleans, LA",25739,26215,28687,29229,29506,50018
22073,"Ouachita, LA",24389,25362,25561,26472,27921,29642
22075,"Plaquemines, LA",23817,24156,24626,25739,27105,34309
22077,"Pointe Coupee, LA",22455,22940,24238,25837,28903,30253
22079,"Rapides, LA",26294,27180,27426,29303,32134,33141
22081,"Red River, LA",17745,18232,18527,19254,21096,21298
22083,"Richland, LA",19954,20123,21471,23583,25051,27345
22085,"Sabine, LA",19667,19799,20132,22361,23632,23442
22087,"St. Bernard, LA",23949,24357,24783,24919,21803,53251
22089,"St. Charles, LA",26789,27103,28162,30165,32462,35294
22091,"St. Helena, LA",18798,19537,20044,22017,26334,27055
22093,"St. James, LA",19887,21132,22347,23877,26836,29958
22095,"St. John the Baptist, LA",21180,22409,22780,24789,27942,28924
22097,"St. Landry, LA",19938,20742,21404,23549,25941,27882
22099,"St. Martin, LA",20099,20293,20689,21870,24379,27753
22101,"St. Mary, LA",23593,23923,24781,25416,28012,31523
22103,"St. Tammany, LA",32102,32993,33627,35210,37086,39863
22105,"Tangipahoa, LA",21290,21898,22630,24261,26411,28831
22107,"Tensas, LA",18475,18206,22669,23024,25474,26229
22109,"Terrebonne, LA",23883,24544,25099,26071,28976,33432
22111,"Union, LA",21439,22139,21823,24586,25475,26114
22113,"Vermilion, LA",21348,21546,22625,23335,25459,28505
22115,"Vernon, LA",22170,24181,26121,27479,29462,30708
22117,"Washington, LA",19729,20167,20446,21962,22807,24880
22119,"Webster, LA",22355,22796,23432,25076,26718,28250
22121,"West Baton Rouge, LA",24243,25061,24950,26007,29745,32174
22123,"West Carroll, LA",19112,19316,19949,20224,21974,23677
22125,"West Feliciana, LA",17377,17808,18343,20219,21564,24075
22127,"Winn, LA",17653,18186,18731,20179,21859,22851
23001,"Androscoggin, ME",26130,27307,28441,29001,29479,30697
23003,"Aroostook, ME",23395,24521,25582,26522,28080,28900
23005,"Cumberland, ME",35205,35774,37599,39622,40086,42711
23007,"Franklin, ME",23382,24049,25146,26456,26672,27247
23009,"Hancock, ME",31807,32128,32712,34392,34282,35725
23011,"Kennebec, ME",27938,29009,30036,30886,31584,33233
23013,"Knox, ME",32328,33549,34990,35714,35725,36886
23015,"Lincoln, ME",30273,30833,31979,34080,33913,35508
23017,"Oxford, ME",23452,24163,25420,25834,26430,27342
23019,"Penobscot, ME",25690,26583,27188,28199,29123,29840
23021,"Piscataquis, ME",22884,23325,24113,25002,25770,26171
23023,"Sagadahoc, ME",28843,29572,30921,32758,33446,35056
23025,"Somerset, ME",23291,23769,24932,26001,26810,27458
23027,"Waldo, ME",24959,25237,26165,27505,27788,28742
23029,"Washington, ME",24088,24593,25697,26293,27069,27500
23031,"York, ME",30502,30942,32058,33937,34507,36272
24001,"Allegany, MD",25496,26764,27991,28696,27767,26997
24003,"Anne Arundel, MD",40450,41771,43521,45663,47486,49945
24005,"Baltimore, MD",38584,39389,40122,41885,43457,45849
24009,"Calvert, MD",34074,35428,36948,38867,41240,43531
24011,"Caroline, MD",24151,24798,26729,28942,29520,30015
24013,"Carroll, MD",35051,36520,37761,38272,40558,43110
24015,"Cecil, MD",29408,30129,30997,32479,33322,34885
24017,"Charles, MD",33626,35044,36628,38090,39824,41757
24019,"Dorchester, MD",25882,26517,27695,29977,30722,31242
24021,"Frederick, MD",35364,36099,37638,39835,41882,44142
24023,"Garrett, MD",23448,24212,25837,27567,28795,30231
24025,"Harford, MD",33439,34710,36145,37615,39442,41472
24027,"Howard, MD",47221,48036,49068,51927,54987,58545
24029,"Kent, MD",35023,36171,36862,40164,41600,45696
24031,"Montgomery, MD",53949,54653,56569,61039,63669,65773
24033,"Prince George's, MD",30843,31950,33050,34379,35456,36666
24035,"Queen Anne's, MD",38264,38934,39871,41548,42593,44361
24037,"St. Mary's, MD",30656,32497,34379,36014,37593,39499
24039,"Somerset, MD",20558,20157,20910,22179,22163,22426
24041,"Talbot, MD",42988,43741,45359,50274,52330,55351
24043,"Washington, MD",27502,27987,28876,30724,31928,33625
24045,"Wicomico, MD",26546,27103,27829,29785,31223,31799
24047,"Worcester, MD",30960,31581,32793,36031,37918,39346
24510,"Baltimore (Independent City), MD",25089,26000,26996,28746,30632,32400
25001,"Barnstable, MA",39586,39577,40602,43676,44058,46188
25003,"Berkshire, MA",31320,31904,31992,34263,35452,37170
25005,"Bristol, MA",30571,31225,32042,33200,34484,36745
